"Directory","FileName","DateTimeOriginal","ImageWidth","ImageHeight","station","deployment","species","count","contact"
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_0132.JPG","2017:10:12 11:39:07",2048,1536,"S03","S03a","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_0133.JPG","2017:10:12 11:39:08",2048,1536,"S03","S03a","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_0134.JPG","2017:10:12 11:39:09",2048,1536,"S03","S03a","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_0135.JPG","2017:10:12 11:39:10",2048,1536,"S03","S03a","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_0136.JPG","2017:10:12 11:39:11",2048,1536,"S03","S03a","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_0137.JPG","2017:10:12 11:39:12",2048,1536,"S03","S03a","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_0138.JPG","2017:10:12 11:39:12",2048,1536,"S03","S03a","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_0139.JPG","2017:10:12 11:39:13",2048,1536,"S03","S03a","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_0140.JPG","2017:10:12 11:39:14",2048,1536,"S03","S03a","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_0451.JPG","2017:10:12 21:56:49",2048,1536,"S03","S03a","fox",1,1
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_0461.JPG","2017:10:13 02:08:43",2048,1536,"S03","S03a","fox",1,1
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_0462.JPG","2017:10:13 02:08:43",2048,1536,"S03","S03a","fox",1,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_0463.JPG","2017:10:13 02:08:44",2048,1536,"S03","S03a","fox",1,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_3231.JPG","2017:10:15 04:08:10",2048,1536,"S03","S03a","fox",1,1
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_4311.JPG","2017:10:16 20:48:29",2048,1536,"S03","S03a","fox",1,1
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_4821.JPG","2017:10:17 20:18:00",2048,1536,"S03","S03a","fox",1,1
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_4822.JPG","2017:10:17 20:18:01",2048,1536,"S03","S03a","fox",1,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_4823.JPG","2017:10:17 20:18:02",2048,1536,"S03","S03a","fox",1,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_4824.JPG","2017:10:17 20:18:02",2048,1536,"S03","S03a","fox",1,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_4831.JPG","2017:10:17 20:50:01",2048,1536,"S03","S03a","hedgehog",1,1
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_4832.JPG","2017:10:17 20:50:01",2048,1536,"S03","S03a","hedgehog",1,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_4833.JPG","2017:10:17 20:50:02",2048,1536,"S03","S03a","hedgehog",1,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_4834.JPG","2017:10:17 20:50:03",2048,1536,"S03","S03a","hedgehog",1,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_4835.JPG","2017:10:17 20:50:03",2048,1536,"S03","S03a","hedgehog",1,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_7034.JPG","2017:10:22 04:14:28",2048,1536,"S03","S03a","fox",1,1
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_7054.JPG","2017:10:22 04:16:26",2048,1536,"S03","S03a","fox",1,1
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_7744.JPG","2017:10:22 23:29:05",2048,1536,"S03","S03a","fox",1,1
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_7745.JPG","2017:10:22 23:29:06",2048,1536,"S03","S03a","fox",1,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_7754.JPG","2017:10:23 05:38:02",2048,1536,"S03","S03a","fox",1,1
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03a","IMG_8334.JPG","2017:10:25 01:50:57",2048,1536,"S03","S03a","fox",1,1
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0141.JPG","2017:10:12 12:09:35",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0142.JPG","2017:10:12 12:09:37",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0143.JPG","2017:10:12 12:09:38",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0144.JPG","2017:10:12 12:09:39",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0145.JPG","2017:10:12 12:09:40",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0147.JPG","2017:10:12 12:09:42",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0148.JPG","2017:10:12 12:09:43",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0154.JPG","2017:10:12 12:09:54",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0155.JPG","2017:10:12 12:09:55",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0156.JPG","2017:10:12 12:09:57",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0157.JPG","2017:10:12 12:09:58",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0158.JPG","2017:10:12 12:09:59",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0159.JPG","2017:10:12 12:10:00",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0160.JPG","2017:10:12 12:10:01",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0161.JPG","2017:10:12 12:10:02",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0162.JPG","2017:10:12 12:10:03",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0163.JPG","2017:10:12 12:10:04",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0164.JPG","2017:10:12 12:10:05",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0165.JPG","2017:10:12 12:10:06",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0166.JPG","2017:10:12 12:10:07",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0167.JPG","2017:10:12 12:10:09",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0168.JPG","2017:10:12 12:10:10",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0169.JPG","2017:10:12 12:10:11",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0170.JPG","2017:10:12 12:10:12",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0171.JPG","2017:10:12 12:10:14",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0172.JPG","2017:10:12 12:10:15",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0173.JPG","2017:10:12 12:10:16",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0174.JPG","2017:10:12 12:10:17",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0175.JPG","2017:10:12 12:10:18",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0176.JPG","2017:10:12 12:10:19",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0177.JPG","2017:10:12 12:10:20",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0178.JPG","2017:10:12 12:10:22",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0179.JPG","2017:10:12 12:10:23",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0180.JPG","2017:10:12 12:10:24",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0181.JPG","2017:10:12 12:10:26",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0182.JPG","2017:10:12 12:10:27",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0183.JPG","2017:10:12 12:10:28",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0184.JPG","2017:10:12 12:10:29",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0185.JPG","2017:10:12 12:10:31",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0186.JPG","2017:10:12 12:10:32",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0187.JPG","2017:10:12 12:10:33",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0188.JPG","2017:10:12 12:10:34",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0189.JPG","2017:10:12 12:10:35",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0190.JPG","2017:10:12 12:10:36",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0191.JPG","2017:10:12 12:10:48",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0192.JPG","2017:10:12 12:10:50",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0193.JPG","2017:10:12 12:10:51",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0194.JPG","2017:10:12 12:10:52",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0195.JPG","2017:10:12 12:10:53",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0196.JPG","2017:10:12 12:10:55",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0208.JPG","2017:10:12 12:12:08",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0209.JPG","2017:10:12 12:12:09",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0210.JPG","2017:10:12 12:12:10",2048,1536,"S03","S03b","calibration",NA,NA
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0251.JPG","2017:10:19 06:23:11",2048,1536,"S03","S03b","hedgehog",1,1
"C:/Users/rowcliffe.m/OneDrive - Zoological Society of London/GitHub/CTtracking/Survey_yyy/Deployments/S03/S03b","IMG_0252.JPG","2017:10:19 06:23:12",2048,1536,"S03","S03b","hedgehog",1,NA
