x,y,frame_number,sequence_id,sequence_annotation,number_of_points,filename,file_last_mod_date
1910.954834,1286.367797,12,0,0.2,1,IMG_0055.JPG,Sun Sep 02 2018 10:34:24 GMT+0100 (British Summer Time)
1907.721306,470.4407279,12,1,0.4,1,IMG_0055.JPG,Sun Sep 02 2018 10:34:24 GMT+0100 (British Summer Time)
696.6375916,1019.802607,15,2,0.2,1,IMG_0058.JPG,Sun Sep 02 2018 10:34:26 GMT+0100 (British Summer Time)
772.6412171,145.2913902,15,3,0.6,1,IMG_0058.JPG,Sun Sep 02 2018 10:34:26 GMT+0100 (British Summer Time)
163.77873,852.60426,23,4,0.2,1,IMG_0066.JPG,Sun Sep 02 2018 10:34:38 GMT+0100 (British Summer Time)
243.539104,236.0781259,23,5,0.8,1,IMG_0066.JPG,Sun Sep 02 2018 10:34:38 GMT+0100 (British Summer Time)
1447.617487,832.6576941,28,6,0.2,1,IMG_0071.JPG,Sun Sep 02 2018 10:34:44 GMT+0100 (British Summer Time)
1403.915896,209.8079194,28,7,1,1,IMG_0071.JPG,Sun Sep 02 2018 10:34:44 GMT+0100 (British Summer Time)
2005.905163,853.843968,31,8,0.2,1,IMG_0074.JPG,Sun Sep 02 2018 10:34:46 GMT+0100 (British Summer Time)
1978.693977,261.2969488,31,9,1,1,IMG_0074.JPG,Sun Sep 02 2018 10:34:46 GMT+0100 (British Summer Time)
