x,y,frame_number,sequence_id,sequence_annotation,number_of_points,filename,file_last_mod_date
1763.47239,1047.579982,10,0,0.4,1,IMG_0093.JPG,Wed Aug 15 2018 17:57:04 GMT+0100 (British Summer Time)
1746.747628,-18.94527473,10,1,0.6,1,IMG_0093.JPG,Wed Aug 15 2018 17:57:04 GMT+0100 (British Summer Time)
1824.735478,1638.787307,21,2,0.2,1,IMG_0104.JPG,Wed Aug 15 2018 17:57:26 GMT+0100 (British Summer Time)
1832.535478,403.4623068,21,3,0.8,1,IMG_0104.JPG,Wed Aug 15 2018 17:57:26 GMT+0100 (British Summer Time)
656.7789736,1606.173433,23,4,0.2,1,IMG_0106.JPG,Wed Aug 15 2018 17:57:32 GMT+0100 (British Summer Time)
778.1664614,57.87343207,23,5,1,1,IMG_0106.JPG,Wed Aug 15 2018 17:57:32 GMT+0100 (British Summer Time)
3125.241643,1562.645191,30,6,0.2,1,IMG_0113.JPG,Wed Aug 15 2018 17:57:40 GMT+0100 (British Summer Time)
3165.560955,215.8681631,30,7,1,1,IMG_0113.JPG,Wed Aug 15 2018 17:57:40 GMT+0100 (British Summer Time)
979.1337982,1438.795723,35,8,0.2,1,IMG_0118.JPG,Wed Aug 15 2018 17:58:00 GMT+0100 (British Summer Time)
997.1450811,516.3607299,35,9,1,1,IMG_0118.JPG,Wed Aug 15 2018 17:58:00 GMT+0100 (British Summer Time)
164.9825874,1457.232661,38,10,0.2,1,IMG_0121.JPG,Wed Aug 15 2018 17:58:02 GMT+0100 (British Summer Time)
181.9583234,556.6698671,38,11,1,1,IMG_0121.JPG,Wed Aug 15 2018 17:58:02 GMT+0100 (British Summer Time)
3134.922154,1443.527751,45,12,0.2,1,IMG_0128.JPG,Wed Aug 15 2018 17:58:18 GMT+0100 (British Summer Time)
3124.610424,621.3113869,45,13,1,1,IMG_0128.JPG,Wed Aug 15 2018 17:58:18 GMT+0100 (British Summer Time)
