x,y,frame_number,sequence_id,sequence_annotation,number_of_points,filename,file_last_mod_date
1903.2,1461.2,6,0,0.2,1,IMG_0084.JPG,Fri Aug 31 2018 11:50:36 GMT+0100 (British Summer Time)
1895.4,135.2,6,1,0.4,1,IMG_0084.JPG,Fri Aug 31 2018 11:50:36 GMT+0100 (British Summer Time)
491.4,1426.1,9,2,0.2,1,IMG_0087.JPG,Fri Aug 31 2018 11:50:38 GMT+0100 (British Summer Time)
549.9,158.6,9,3,0.4,1,IMG_0087.JPG,Fri Aug 31 2018 11:50:38 GMT+0100 (British Summer Time)
2565.117113,1046.314026,15,4,0.2,1,IMG_0093.JPG,Fri Aug 31 2018 11:50:50 GMT+0100 (British Summer Time)
2513.656305,444.222566,15,5,0.4,1,IMG_0093.JPG,Fri Aug 31 2018 11:50:50 GMT+0100 (British Summer Time)
2667.487393,995.4675923,24,6,0.2,1,IMG_0102.JPG,Fri Aug 31 2018 11:51:06 GMT+0100 (British Summer Time)
2580.295797,42.27133649,24,7,0.8,1,IMG_0102.JPG,Fri Aug 31 2018 11:51:06 GMT+0100 (British Summer Time)
175.5949519,941.979265,27,8,0.2,1,IMG_0105.JPG,Fri Aug 31 2018 11:51:12 GMT+0100 (British Summer Time)
183.9573333,83.22702283,27,9,1,1,IMG_0105.JPG,Fri Aug 31 2018 11:51:12 GMT+0100 (British Summer Time)
1789.549787,860.2323917,32,10,0.2,1,IMG_0110.JPG,Fri Aug 31 2018 11:51:22 GMT+0100 (British Summer Time)
1696.446897,177.4778643,32,11,1,1,IMG_0110.JPG,Fri Aug 31 2018 11:51:22 GMT+0100 (British Summer Time)
2490.70453,818.6766089,34,12,0.2,1,IMG_0112.JPG,Fri Aug 31 2018 11:51:22 GMT+0100 (British Summer Time)
2464.499464,162.2252314,34,13,1,1,IMG_0112.JPG,Fri Aug 31 2018 11:51:22 GMT+0100 (British Summer Time)
