x,y,frame_number,sequence_id,sequence_annotation,number_of_points,filename,file_last_mod_date
752.6411245,1186.257059,22,0,0.4,1,09030203.JPG,Mon Sep 03 2018 09:46:22 GMT+0100 (British Summer Time)
764.0768598,139.4474499,22,1,0.8,1,09030203.JPG,Mon Sep 03 2018 09:46:22 GMT+0100 (British Summer Time)
99.97587184,1128.698686,24,2,0.4,1,09030205.JPG,Mon Sep 03 2018 09:46:22 GMT+0100 (British Summer Time)
233.6168625,132.2721456,24,3,0.8,1,09030205.JPG,Mon Sep 03 2018 09:46:22 GMT+0100 (British Summer Time)
913.1129764,1083.766339,33,4,0.4,1,09030214.JPG,Mon Sep 03 2018 09:46:34 GMT+0100 (British Summer Time)
945.4482632,149.0744567,33,5,1,1,09030214.JPG,Mon Sep 03 2018 09:46:34 GMT+0100 (British Summer Time)
239.3594135,1105.52988,37,6,0.4,1,09030218.JPG,Mon Sep 03 2018 09:46:38 GMT+0100 (British Summer Time)
342.5023248,235.0967611,37,7,1,1,09030218.JPG,Mon Sep 03 2018 09:46:38 GMT+0100 (British Summer Time)
1143.344008,1282.005085,45,8,0.2,1,09030226.JPG,Mon Sep 03 2018 09:46:44 GMT+0100 (British Summer Time)
1046.293875,315.9489595,45,9,1,1,09030226.JPG,Mon Sep 03 2018 09:46:44 GMT+0100 (British Summer Time)
