x,y,frame_number,sequence_id,sequence_annotation,number_of_points,filename,file_last_mod_date
1959.907797,1410.279036,1,0,0.2,1,IMG_0059.JPG,Wed Aug 29 2018 12:26:48 GMT+0100 (British Summer Time)
1951.29883,401.233998,1,1,0.4,1,IMG_0059.JPG,Wed Aug 29 2018 12:26:48 GMT+0100 (British Summer Time)
89.18003864,1351.224396,3,2,0.2,1,IMG_0061.JPG,Wed Aug 29 2018 12:26:48 GMT+0100 (British Summer Time)
89.18003864,433.4959078,3,3,0.4,1,IMG_0061.JPG,Wed Aug 29 2018 12:26:48 GMT+0100 (British Summer Time)
193.2670106,441.3728137,9,4,0.4,1,IMG_0067.JPG,Wed Aug 29 2018 12:26:56 GMT+0100 (British Summer Time)
185.2685834,30.85291905,9,5,0.6,1,IMG_0067.JPG,Wed Aug 29 2018 12:26:56 GMT+0100 (British Summer Time)
