x,y,frame_number,sequence_id,sequence_annotation,number_of_points,filename,file_last_mod_date
868.2757592,1430.724111,12,0,0.2,1,IMG_0124.JPG,Wed Aug 29 2018 14:35:18 GMT+0100 (British Summer Time)
854.2638017,356.1147475,12,1,0.6,1,IMG_0124.JPG,Wed Aug 29 2018 14:35:18 GMT+0100 (British Summer Time)
1990.672774,1185.319537,20,2,0.2,1,IMG_0132.JPG,Wed Aug 29 2018 14:35:24 GMT+0100 (British Summer Time)
1828.539395,349.052878,20,3,0.6,1,IMG_0132.JPG,Wed Aug 29 2018 14:35:24 GMT+0100 (British Summer Time)
879.4194199,1189.207055,28,4,0.2,1,IMG_0140.JPG,Wed Aug 29 2018 14:35:30 GMT+0100 (British Summer Time)
863.4680441,272.9407782,28,5,1,1,IMG_0140.JPG,Wed Aug 29 2018 14:35:30 GMT+0100 (British Summer Time)
395.1649836,1238.351059,31,6,0.2,1,IMG_0143.JPG,Wed Aug 29 2018 14:35:34 GMT+0100 (British Summer Time)
369.2369341,338.2552167,31,7,1,1,IMG_0143.JPG,Wed Aug 29 2018 14:35:34 GMT+0100 (British Summer Time)
1498.567469,1124.792929,41,8,0.2,1,IMG_0153.JPG,Wed Aug 29 2018 14:35:40 GMT+0100 (British Summer Time)
1431.994018,328.3620692,41,9,1,1,IMG_0153.JPG,Wed Aug 29 2018 14:35:40 GMT+0100 (British Summer Time)
2022.760766,1086.834634,45,10,0.2,1,IMG_0157.JPG,Wed Aug 29 2018 14:35:44 GMT+0100 (British Summer Time)
1951.892596,338.542206,45,11,1,1,IMG_0157.JPG,Wed Aug 29 2018 14:35:44 GMT+0100 (British Summer Time)
803.8166643,1160.801246,51,12,0.2,1,IMG_0163.JPG,Wed Aug 29 2018 14:35:48 GMT+0100 (British Summer Time)
803.8166643,603.6456902,51,13,1,1,IMG_0163.JPG,Wed Aug 29 2018 14:35:48 GMT+0100 (British Summer Time)
379.513786,1190.16876,55,14,0.2,1,IMG_0167.JPG,Wed Aug 29 2018 14:35:50 GMT+0100 (British Summer Time)
400.4506421,631.6662561,55,15,1,1,IMG_0167.JPG,Wed Aug 29 2018 14:35:50 GMT+0100 (British Summer Time)
1396.113043,967.8261757,64,16,0.4,1,IMG_0176.JPG,Wed Aug 29 2018 14:35:58 GMT+0100 (British Summer Time)
1383.451834,597.7921456,64,17,1,1,IMG_0176.JPG,Wed Aug 29 2018 14:35:58 GMT+0100 (British Summer Time)
1749.314401,942.2018701,68,18,0.4,1,IMG_0180.JPG,Wed Aug 29 2018 14:36:00 GMT+0100 (British Summer Time)
1727.757543,594.3280768,68,19,1,1,IMG_0180.JPG,Wed Aug 29 2018 14:36:00 GMT+0100 (British Summer Time)
620.1525036,1046.322475,80,20,0.4,1,IMG_0192.JPG,Wed Aug 29 2018 14:36:12 GMT+0100 (British Summer Time)
619.5398644,778.8033914,80,21,1,1,IMG_0192.JPG,Wed Aug 29 2018 14:36:12 GMT+0100 (British Summer Time)
1431.087889,995.3990044,86,22,0.4,1,IMG_0198.JPG,Wed Aug 29 2018 14:36:16 GMT+0100 (British Summer Time)
1422.102515,737.8863599,86,23,1,1,IMG_0198.JPG,Wed Aug 29 2018 14:36:16 GMT+0100 (British Summer Time)
1804.366069,876.213295,90,24,0.6,1,IMG_0202.JPG,Wed Aug 29 2018 14:36:20 GMT+0100 (British Summer Time)
1800.323868,711.340947,90,25,1,1,IMG_0202.JPG,Wed Aug 29 2018 14:36:20 GMT+0100 (British Summer Time)
