x,y,frame_number,sequence_id,sequence_annotation,number_of_points,filename,file_last_mod_date
2053.129755,1560.79077,4,0,0.2,1,IMG_0088.JPG,Fri Aug 17 2018 14:00:10 GMT+0100 (British Summer Time)
2042.78499,595.7719248,4,1,0.4,1,IMG_0088.JPG,Fri Aug 17 2018 14:00:10 GMT+0100 (British Summer Time)
1726.657992,1135.471564,15,2,0.2,1,IMG_0099.JPG,Fri Aug 17 2018 14:00:30 GMT+0100 (British Summer Time)
1747.132992,156.5715641,15,3,0.6,1,IMG_0099.JPG,Fri Aug 17 2018 14:00:30 GMT+0100 (British Summer Time)
594.2649963,1179.457123,20,4,0.2,1,IMG_0104.JPG,Fri Aug 17 2018 14:00:32 GMT+0100 (British Summer Time)
668.1561789,288.3294607,20,5,0.6,1,IMG_0104.JPG,Fri Aug 17 2018 14:00:32 GMT+0100 (British Summer Time)
3627.681713,1023.195155,25,6,0.2,1,IMG_0109.JPG,Fri Aug 17 2018 14:00:44 GMT+0100 (British Summer Time)
3631.541274,28.71503032,25,7,0.8,1,IMG_0109.JPG,Fri Aug 17 2018 14:00:44 GMT+0100 (British Summer Time)
2266.734054,971.4243884,27,8,0.2,1,IMG_0111.JPG,Fri Aug 17 2018 14:00:48 GMT+0100 (British Summer Time)
2321.070891,1.768546682,27,9,1,1,IMG_0111.JPG,Fri Aug 17 2018 14:00:48 GMT+0100 (British Summer Time)
