x,y,frame_number,sequence_id,sequence_annotation,number_of_points,filename,file_last_mod_date
610.2105909,590.9541043,20,0,0.2,1,IMG_0047.JPG,Wed Aug 15 2018 13:52:12 GMT+0100 (British Summer Time)
623.1699676,208.1125192,20,1,0.4,1,IMG_0047.JPG,Wed Aug 15 2018 13:52:12 GMT+0100 (British Summer Time)
1582.059231,436.2244903,25,2,0.2,1,IMG_0052.JPG,Wed Aug 15 2018 13:52:42 GMT+0100 (British Summer Time)
1584.923798,206.8856186,25,3,0.4,1,IMG_0052.JPG,Wed Aug 15 2018 13:52:42 GMT+0100 (British Summer Time)
2393.718555,452.6007948,29,4,0.2,1,IMG_0056.JPG,Wed Aug 15 2018 13:53:00 GMT+0100 (British Summer Time)
2398.349805,90.29454477,29,5,0.6,1,IMG_0056.JPG,Wed Aug 15 2018 13:53:00 GMT+0100 (British Summer Time)
