x,y,frame_number,sequence_id,sequence_annotation,number_of_points,filename,file_last_mod_date
284.4444444,1126.4,10,0,0.2,1,IMG_0071.JPG,Fri Aug 31 2018 09:51:42 GMT+0100 (British Summer Time)
327.1111111,332.8,10,1,0.4,1,IMG_0071.JPG,Fri Aug 31 2018 09:51:42 GMT+0100 (British Summer Time)
1604.266667,1069.511111,17,2,0.2,1,IMG_0078.JPG,Fri Aug 31 2018 09:51:46 GMT+0100 (British Summer Time)
1615.644444,256,17,3,0.4,1,IMG_0078.JPG,Fri Aug 31 2018 09:51:46 GMT+0100 (British Summer Time)
1004.083964,788.094856,21,4,0.2,1,IMG_0082.JPG,Fri Aug 31 2018 09:51:50 GMT+0100 (British Summer Time)
1011.628864,364.5025995,21,5,0.4,1,IMG_0082.JPG,Fri Aug 31 2018 09:51:50 GMT+0100 (British Summer Time)
312.0864932,808.4819473,24,6,0.2,1,IMG_0085.JPG,Fri Aug 31 2018 09:51:52 GMT+0100 (British Summer Time)
333.1344713,385.0461534,24,7,0.4,1,IMG_0085.JPG,Fri Aug 31 2018 09:51:52 GMT+0100 (British Summer Time)
