x,y,frame_number,sequence_id,sequence_annotation,number_of_points,filename,file_last_mod_date
756.7250147,1077.112127,12,0,0.2,1,08220401.JPG,Wed Aug 22 2018 15:47:36 GMT+0100 (British Summer Time)
751.4469831,65.48939498,12,1,0.4,1,08220401.JPG,Wed Aug 22 2018 15:47:36 GMT+0100 (British Summer Time)
890.6152891,1134.621129,21,2,0.2,1,08220410.JPG,Wed Aug 22 2018 15:47:46 GMT+0100 (British Summer Time)
870.6152891,505.2877953,21,3,0.4,1,08220410.JPG,Wed Aug 22 2018 15:47:46 GMT+0100 (British Summer Time)
812.7402347,736.8827606,23,4,0.4,1,08220412.JPG,Wed Aug 22 2018 15:47:46 GMT+0100 (British Summer Time)
783.7218826,96.15754606,23,5,0.6,1,08220412.JPG,Wed Aug 22 2018 15:47:46 GMT+0100 (British Summer Time)
912.2727167,801.8423402,48,6,0.4,1,08220437.JPG,Wed Aug 22 2018 15:48:04 GMT+0100 (British Summer Time)
875.4559874,218.6481845,48,7,1,1,08220437.JPG,Wed Aug 22 2018 15:48:04 GMT+0100 (British Summer Time)
150.8850278,985.9773251,50,8,0.2,1,08220439.JPG,Wed Aug 22 2018 15:48:10 GMT+0100 (British Summer Time)
186.5376635,265.8902371,50,9,1,1,08220439.JPG,Wed Aug 22 2018 15:48:10 GMT+0100 (British Summer Time)
