frame_number,x,y,sequence_id,sequence_annotation,number_of_points,still_file,Path,CTsite,CT_serial_number,Folder,xres,yres,Camera_ID
68,621.3337233,1512.736767,28,20,1,NA,NA,OCCL18,B121018018,OCCL18Stills,3264,2448,B12
68,650.9191767,963.2926329,29,40,1,NA,NA,OCCL18,B121018018,OCCL18Stills,3264,2448,B12
0,121.7777778,376.8888889,0,Lt,1,PICT0003_01.jpeg,F:\Stills\Catule\OCCL18Stills\,OCCL18,B121018018,OCCL18Stills,720,480,B12
10,60,390.2222222,1,Lt,2,PICT0003_11.jpeg,F:\Stills\Catule\OCCL18Stills\,OCCL18,B121018018,OCCL18Stills,720,480,B12
11,-1.333333333,395.5555556,1,Lt,2,PICT0003_12.jpeg,F:\Stills\Catule\OCCL18Stills\,OCCL18,B121018018,OCCL18Stills,720,480,B12
0,253.3333333,246.2222222,0,Lt,1,b(22)_01.jpeg,F:\Stills\Catule\OCCL20Stills\,OCCL20,B131000482,OCCL20Stills,720,480,B13
0,252.8888889,248,1,Lt,4,b(22)_01.jpeg,F:\Stills\Catule\OCCL20Stills\,OCCL20,B131000482,OCCL20Stills,720,480,B13
1,249.3333333,229.3333333,1,Lt,4,b(22)_02.jpeg,F:\Stills\Catule\OCCL20Stills\,OCCL20,B131000482,OCCL20Stills,720,480,B13
2,262.6666667,213.3333333,1,Lt,4,b(22)_03.jpeg,F:\Stills\Catule\OCCL20Stills\,OCCL20,B131000482,OCCL20Stills,720,480,B13
3,271.5555556,208.8888889,1,Lt,4,b(22)_04.jpeg,F:\Stills\Catule\OCCL20Stills\,OCCL20,B131000482,OCCL20Stills,720,480,B13
3,1441.45212,1426.765956,0,20,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
3,1431.025949,311.1657354,1,40,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
7,1354.567367,822.0480795,2,20,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
7,1351.091977,311.1657354,3,40,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
11,1427.550559,596.1477232,4,20,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
11,1420.599779,293.7887849,5,40,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
17,1170.371692,523.1645312,6,20,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
17,1149.519352,325.0672957,7,40,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
28,1994.039145,818.5726894,8,20,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
28,2004.465315,279.8872245,9,40,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
33,1868.925102,592.6723331,10,20,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
33,1886.302052,297.264175,11,40,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
42,471.8182829,1339.881204,12,20,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
42,374.5073602,377.1981472,13,40,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
47,256.344097,804.671129,14,20,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
47,186.8362951,352.8704165,15,40,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
52,861.0619737,759.4910578,16,20,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
52,801.9803421,332.0180759,17,40,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
61,1323.288856,686.5078657,18,20,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
61,1309.387296,318.1165155,19,40,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
67,1806.36808,1155.685529,20,20,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
67,1848.072761,293.7887849,21,40,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
72,1253.781055,731.687937,22,20,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
72,1264.207225,297.264175,23,40,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
81,2355.479715,617.0000638,24,20,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
81,2376.332056,293.7887849,25,40,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
83,304.9995583,669.1309153,26,20,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
83,245.9179267,366.7719769,27,40,1,NA,NA,OCCL20,B131000482,OCCL20Stills,2592,1944,B13
3,1702.266667,2003.733333,0,20,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
3,1770.266667,680,1,40,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
9,1661.466667,1532.266667,2,20,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
9,1720.4,893.0666667,3,40,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
11,1602.383985,1465.444667,4,20,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
11,1629.905736,1088.396676,5,40,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
13,1679.297541,1452.388457,6,20,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
13,1697.72278,1157.584625,7,40,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
14,2386.826736,1706.656761,8,20,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
14,2445.787502,951.2219437,9,40,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
21,2224.684628,1456.073504,10,20,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
21,2268.905203,1017.552806,11,40,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
28,415.3261152,1533.45951,12,20,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
28,422.696211,943.8518479,13,40,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
34,964.3982506,1150.21453,14,60,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
34,982.82349,973.332231,15,80,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
39,522.1925039,1430.278169,16,20,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
39,533.2476476,1168.639769,17,40,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
41,1811.959265,1430.278169,18,20,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
41,1826.699456,1113.364051,19,40,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
43,1156.020741,1496.609031,20,20,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
43,1192.87122,910.6864169,21,40,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
56,2346.291209,1485.553888,22,20,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
56,2357.346352,1330.781876,23,30,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
56,341.6251574,1400.797786,24,20,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
56,337.9401095,1102.308907,25,40,1,NA,NA,OCCL22,B110309357,OCCL22Stills,3264,2448,B11
0,82.66666667,326.2222222,0,Lt,1,b(8)_01.jpeg,F:\Stills\Catule\OCCL22Stills\,OCCL22,B110309357,OCCL22Stills,720,480,B11
0,82.22222222,328,1,Lt,3,b(8)_01.jpeg,F:\Stills\Catule\OCCL22Stills\,OCCL22,B110309357,OCCL22Stills,720,480,B11
1,40.44444444,323.5555556,1,Lt,3,b(8)_02.jpeg,F:\Stills\Catule\OCCL22Stills\,OCCL22,B110309357,OCCL22Stills,720,480,B11
2,1.333333333,317.3333333,1,Lt,3,b(8)_03.jpeg,F:\Stills\Catule\OCCL22Stills\,OCCL22,B110309357,OCCL22Stills,720,480,B11
21,-81.01556938,370.0133558,2,Lt,1,b(9)_01.jpeg,F:\Stills\Catule\OCCL22Stills\,OCCL22,B110309357,OCCL22Stills,720,480,B11
42,89.13898473,304.6559972,3,Lt,1,PICT0013_01.jpeg,F:\Stills\Catule\OCCL22Stills\,OCCL22,B110309357,OCCL22Stills,720,480,B11
42,91.39268744,301.2754431,4,Lt,5,PICT0013_01.jpeg,F:\Stills\Catule\OCCL22Stills\,OCCL22,B110309357,OCCL22Stills,720,480,B11
43,71.10936305,296.7680377,4,Lt,5,PICT0013_02.jpeg,F:\Stills\Catule\OCCL22Stills\,OCCL22,B110309357,OCCL22Stills,720,480,B11
44,42.93807917,291.1337809,4,Lt,5,PICT0013_03.jpeg,F:\Stills\Catule\OCCL22Stills\,OCCL22,B110309357,OCCL22Stills,720,480,B11
45,18.14734934,287.7532371,4,Lt,5,PICT0013_04.jpeg,F:\Stills\Catule\OCCL22Stills\,OCCL22,B110309357,OCCL22Stills,720,480,B11
46,-4.389677756,284.3726728,4,Lt,5,PICT0013_05.jpeg,F:\Stills\Catule\OCCL22Stills\,OCCL22,B110309357,OCCL22Stills,720,480,B11
2,1429.933333,1257.866667,0,20,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
2,1469.488889,427.2,1,40,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
5,1469.488889,969.1111111,2,20,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
5,1481.355556,541.9111111,3,40,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
6,1402.244444,802.9777778,4,20,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
6,1414.111111,549.8222222,5,40,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
8,1528.822222,731.7777778,6,20,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
8,1528.822222,553.7777778,7,40,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
12,2165.666667,1269.733333,8,20,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
12,2169.622222,462.8,9,40,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
15,2027.222222,992.8444444,10,20,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
15,2050.955556,518.1777778,11,40,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
19,2098.422222,826.7111111,12,20,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
19,2086.555556,545.8666667,13,40,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
23,2145.888889,708.0444444,14,20,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
23,2149.560957,561.1884399,15,40,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
25,474.6998107,1062.189005,16,20,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
25,478.3565227,389.3539969,17,40,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
29,661.1921228,915.9205252,18,20,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
29,628.2817148,561.219461,19,40,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
33,591.7145947,780.6221811,20,20,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
33,595.3713067,568.532885,21,40,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
37,1619.250667,839.1295732,22,20,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
37,1637.534227,535.622477,23,40,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
38,2540.742092,765.9953331,24,20,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
38,2548.055516,506.368781,25,40,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
40,2112.906788,714.8013651,26,20,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
40,2131.190348,546.592613,27,40,1,NA,NA,OCCL30,B140806204,OCCL30Stills,2848,2136,B14
0,310.2222222,232,0,Lt,1,b(11)_01.jpeg,F:\Stills\Catule\OCCL30Stills\,OCCL30,B140806204,OCCL30Stills,720,480,B14
0,310.6666667,229.3333333,1,Lt,8,b(11)_01.jpeg,F:\Stills\Catule\OCCL30Stills\,OCCL30,B140806204,OCCL30Stills,720,480,B14
1,268,232.8888889,1,Lt,8,b(11)_02.jpeg,F:\Stills\Catule\OCCL30Stills\,OCCL30,B140806204,OCCL30Stills,720,480,B14
2,219.1111111,232.8888889,1,Lt,8,b(11)_03.jpeg,F:\Stills\Catule\OCCL30Stills\,OCCL30,B140806204,OCCL30Stills,720,480,B14
3,167.5555556,236.4444444,1,Lt,8,b(11)_04.jpeg,F:\Stills\Catule\OCCL30Stills\,OCCL30,B140806204,OCCL30Stills,720,480,B14
4,109.7777778,235.5555556,1,Lt,8,b(11)_05.jpeg,F:\Stills\Catule\OCCL30Stills\,OCCL30,B140806204,OCCL30Stills,720,480,B14
5,65.33333333,230.2222222,1,Lt,8,b(11)_06.jpeg,F:\Stills\Catule\OCCL30Stills\,OCCL30,B140806204,OCCL30Stills,720,480,B14
6,28,230.2222222,1,Lt,8,b(11)_07.jpeg,F:\Stills\Catule\OCCL30Stills\,OCCL30,B140806204,OCCL30Stills,720,480,B14
7,-16.44444444,224,1,Lt,8,b(11)_08.jpeg,F:\Stills\Catule\OCCL30Stills\,OCCL30,B140806204,OCCL30Stills,720,480,B14
2,1575.333333,1196.8,0,20,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
2,1579.866667,797.8666667,1,40,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
15,1235.333333,1777.066667,2,20,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
15,1194.533333,856.8,3,40,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
12,3230,1432.533333,4,10,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
12,3239.066667,1237.6,5,20,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
21,1380.4,1065.333333,6,20,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
21,1366.8,820.5333333,7,40,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
33,238,1205.866667,8,20,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
33,206.2666667,793.3333333,9,40,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
34,2463.866667,1709.066667,10,20,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
34,2414,816,11,40,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
41,56.66666667,1119.733333,12,20,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
41,43.06666667,861.3333333,13,40,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
42,1888.133333,1106.133333,14,20,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
42,1897.2,816,15,40,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
47,378.5333333,1151.466667,16,20,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
47,369.4666667,847.7333333,17,40,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
53,2110.266667,1214.933333,18,20,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
53,2142,838.6666667,19,40,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
54,151.8666667,1749.866667,20,20,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
54,147.3333333,834.1333333,21,40,1,NA,NA,OCCL31,B100825112,OCCL31Stills,3264,2448,B10
0,376,278.2222222,0,Lt,1,b(36)_01.jpeg,F:\Stills\Catule\OCCL31Stills\,OCCL31,B100825112,OCCL31Stills,720,480,B10
0,379.1111111,272,1,Lt,8,b(36)_01.jpeg,F:\Stills\Catule\OCCL31Stills\,OCCL31,B100825112,OCCL31Stills,720,480,B10
6,364,272.8888889,1,Lt,8,b(36)_07.jpeg,F:\Stills\Catule\OCCL31Stills\,OCCL31,B100825112,OCCL31Stills,720,480,B10
7,311.5555556,269.3333333,1,Lt,8,b(36)_08.jpeg,F:\Stills\Catule\OCCL31Stills\,OCCL31,B100825112,OCCL31Stills,720,480,B10
8,247.5555556,270.2222222,1,Lt,8,b(36)_09.jpeg,F:\Stills\Catule\OCCL31Stills\,OCCL31,B100825112,OCCL31Stills,720,480,B10
9,192.4444444,266.6666667,1,Lt,8,b(36)_10.jpeg,F:\Stills\Catule\OCCL31Stills\,OCCL31,B100825112,OCCL31Stills,720,480,B10
10,162.2222222,258.6666667,1,Lt,8,b(36)_11.jpeg,F:\Stills\Catule\OCCL31Stills\,OCCL31,B100825112,OCCL31Stills,720,480,B10
11,124.8888889,256.8888889,1,Lt,8,b(36)_12.jpeg,F:\Stills\Catule\OCCL31Stills\,OCCL31,B100825112,OCCL31Stills,720,480,B10
12,67.11111111,242.6666616,1,Lt,8,b(36)_13.jpeg,F:\Stills\Catule\OCCL31Stills\,OCCL31,B100825112,OCCL31Stills,720,480,B10
3,1842.8,1777.066667,0,20,1,NA,NA,OCCL39,B120100832,OCCL39Stills,3264,2448,B12
3,1851.866667,380.8,1,40,1,NA,NA,OCCL39,B120100832,OCCL39Stills,3264,2448,B12
7,1743.066667,1350.933333,2,20,1,NA,NA,OCCL39,B120100832,OCCL39Stills,3264,2448,B12
7,1797.466667,675.4666667,3,40,1,NA,NA,OCCL39,B120100832,OCCL39Stills,3264,2448,B12
11,1856.4,1205.866667,4,20,1,NA,NA,OCCL39,B120100832,OCCL39Stills,3264,2448,B12
11,1856.4,829.6,5,40,1,NA,NA,OCCL39,B120100832,OCCL39Stills,3264,2448,B12
15,2210,1423.466667,6,20,1,NA,NA,OCCL39,B120100832,OCCL39Stills,3264,2448,B12
15,2214.533333,571.2,7,40,1,NA,NA,OCCL39,B120100832,OCCL39Stills,3264,2448,B12
17,868.1333333,1187.733333,8,20,1,NA,NA,OCCL39,B120100832,OCCL39Stills,3264,2448,B12
17,872.6666667,856.8,9,40,1,NA,NA,OCCL39,B120100832,OCCL39Stills,3264,2448,B12
19,786.5333333,1205.866667,10,20,1,NA,NA,OCCL39,B120100832,OCCL39Stills,3264,2448,B12
19,818.2666667,720.8,11,40,1,NA,NA,OCCL39,B120100832,OCCL39Stills,3264,2448,B12
21,723.0666667,1618.4,12,20,1,NA,NA,OCCL39,B120100832,OCCL39Stills,3264,2448,B12
21,745.7333333,512.2666667,13,40,1,NA,NA,OCCL39,B120100832,OCCL39Stills,3264,2448,B12
22,1471.066667,1609.333333,14,20,1,NA,NA,OCCL39,B120100832,OCCL39Stills,3264,2448,B12
22,1443.866667,534.9333333,15,40,1,NA,NA,OCCL39,B120100832,OCCL39Stills,3264,2448,B12
0,424.8888889,355.5555556,0,Lt,1,b(9)_01.jpeg,F:\Stills\Catule\OCCL39Stills\,OCCL39,B120100832,OCCL39Stills,720,480,B12
0,425.3333333,355.5555556,1,Lt,15,b(9)_01.jpeg,F:\Stills\Catule\OCCL39Stills\,OCCL39,B120100832,OCCL39Stills,720,480,B12
1,454.6666667,326.2222222,1,Lt,15,b(9)_02.jpeg,F:\Stills\Catule\OCCL39Stills\,OCCL39,B120100832,OCCL39Stills,720,480,B12
2,476.8888889,302.2222222,1,Lt,15,b(9)_03.jpeg,F:\Stills\Catule\OCCL39Stills\,OCCL39,B120100832,OCCL39Stills,720,480,B12
3,486.6666667,287.1111111,1,Lt,15,b(9)_04.jpeg,F:\Stills\Catule\OCCL39Stills\,OCCL39,B120100832,OCCL39Stills,720,480,B12
4,493.7777778,279.1111111,1,Lt,15,b(9)_05.jpeg,F:\Stills\Catule\OCCL39Stills\,OCCL39,B120100832,OCCL39Stills,720,480,B12
5,495.5555556,272,1,Lt,15,b(9)_06.jpeg,F:\Stills\Catule\OCCL39Stills\,OCCL39,B120100832,OCCL39Stills,720,480,B12
7,488.4444444,264,1,Lt,15,b(9)_08.jpeg,F:\Stills\Catule\OCCL39Stills\,OCCL39,B120100832,OCCL39Stills,720,480,B12
9,483.1111111,258.6666667,1,Lt,15,b(9)_10.jpeg,F:\Stills\Catule\OCCL39Stills\,OCCL39,B120100832,OCCL39Stills,720,480,B12
10,476,256,1,Lt,15,b(9)_11.jpeg,F:\Stills\Catule\OCCL39Stills\,OCCL39,B120100832,OCCL39Stills,720,480,B12
11,467.1111111,249.7777778,1,Lt,15,b(9)_12.jpeg,F:\Stills\Catule\OCCL39Stills\,OCCL39,B120100832,OCCL39Stills,720,480,B12
13,484,245.3333333,1,Lt,15,b(9)_14.jpeg,F:\Stills\Catule\OCCL39Stills\,OCCL39,B120100832,OCCL39Stills,720,480,B12
15,496.4444444,241.7777778,1,Lt,15,b(9)_16.jpeg,F:\Stills\Catule\OCCL39Stills\,OCCL39,B120100832,OCCL39Stills,720,480,B12
16,506.2222222,237.3333333,1,Lt,15,b(9)_17.jpeg,F:\Stills\Catule\OCCL39Stills\,OCCL39,B120100832,OCCL39Stills,720,480,B12
17,525.7777778,235.5555556,1,Lt,15,b(9)_18.jpeg,F:\Stills\Catule\OCCL39Stills\,OCCL39,B120100832,OCCL39Stills,720,480,B12
18,542.6666667,236.4444444,1,Lt,15,b(9)_19.jpeg,F:\Stills\Catule\OCCL39Stills\,OCCL39,B120100832,OCCL39Stills,720,480,B12
1,1511.866667,1550.4,0,20,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
1,1443.866667,131.4666667,1,40,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
3,1493.733333,1233.066667,2,20,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
3,1480.133333,448.8,3,40,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
4,1430.266667,1029.066667,4,20,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
4,1403.066667,503.2,5,40,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
5,392.1333333,1142.4,6,20,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
5,364.9333333,630.1333333,7,40,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
7,2418.533333,874.9333333,8,20,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
7,2350.533333,376.2666667,9,40,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
9,1380.4,797.8666667,10,20,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
9,1362.266667,466.9333333,11,40,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
13,772.9333333,856.8,12,20,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
13,772.9333333,525.8666667,13,40,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
15,2427.6,729.8666667,14,20,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
15,2395.866667,421.6,15,40,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
17,2033.2,675.4666667,16,20,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
17,2019.6,417.0666667,17,40,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
19,1557.2,711.7333333,18,20,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
19,1557.2,453.3333333,19,40,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
20,963.3333333,738.9333333,20,20,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
20,954.2666667,489.6,21,40,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
27,1874.533333,566.6666667,22,20,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
27,1883.6,398.9333333,23,40,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
28,1244.4,630.1333333,24,20,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
28,1244.492243,470.2012021,25,40,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
30,297.1344843,805.1379723,26,20,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
30,297.1344843,592.9986787,27,40,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
33,531.371621,654.8726393,28,20,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
33,504.8542093,504.6073063,29,40,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
38,2166.612009,615.0965218,30,20,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
38,2144.514166,420.6355026,31,40,1,NA,NA,OCCL42,B110307281,OCCL42Stills,3264,2448,B11
0,662.2222019,297.7777778,0,Lt,1,PICT0023_01.jpeg,F:\Stills\Catule\OCCL42Stills\,OCCL42,B110307281,OCCL42Stills,720,480,B11
0,664,303.1111111,1,Lt,4,PICT0023_01.jpeg,F:\Stills\Catule\OCCL42Stills\,OCCL42,B110307281,OCCL42Stills,720,480,B11
8,687.1111111,302.2222222,1,Lt,4,PICT0023_09.jpeg,F:\Stills\Catule\OCCL42Stills\,OCCL42,B110307281,OCCL42Stills,720,480,B11
9,752,304,1,Lt,4,PICT0023_10.jpeg,F:\Stills\Catule\OCCL42Stills\,OCCL42,B110307281,OCCL42Stills,720,480,B11
10,860.1780892,307.2453427,1,Lt,4,PICT0023_11.jpeg,F:\Stills\Catule\OCCL42Stills\,OCCL42,B110307281,OCCL42Stills,720,480,B11
2,1675.066667,2126.133333,0,20,1,NA,NA,OCCL46,B130904560,OCCL46Stills,3264,2448,B13
2,1629.733333,1405.333333,1,30,1,NA,NA,OCCL46,B130904560,OCCL46Stills,3264,2448,B13
3,718.5333333,2284.8,2,10,1,NA,NA,OCCL46,B130904560,OCCL46Stills,3264,2448,B13
3,700.4,1292,3,30,1,NA,NA,OCCL46,B130904560,OCCL46Stills,3264,2448,B13
4,2831.066667,1899.466667,4,20,1,NA,NA,OCCL46,B130904560,OCCL46Stills,3264,2448,B13
4,2831.066667,1391.733333,5,30,1,NA,NA,OCCL46,B130904560,OCCL46Stills,3264,2448,B13
5,1815.6,1523.2,6,20,1,NA,NA,OCCL46,B130904560,OCCL46Stills,3264,2448,B13
5,1802,1192.266667,7,30,1,NA,NA,OCCL46,B130904560,OCCL46Stills,3264,2448,B13
6,1303.333333,1282.933333,8,20,1,NA,NA,OCCL46,B130904560,OCCL46Stills,3264,2448,B13
6,1289.733333,1051.733333,9,30,1,NA,NA,OCCL46,B130904560,OCCL46Stills,3264,2448,B13
7,1258,1337.333333,10,20,1,NA,NA,OCCL46,B130904560,OCCL46Stills,3264,2448,B13
7,1239.866667,1006.4,11,30,1,NA,NA,OCCL46,B130904560,OCCL46Stills,3264,2448,B13
9,1365.295162,967.9465154,12,30,1,NA,NA,OCCL46,B130904560,OCCL46Stills,3264,2448,B13
9,1359.712057,892.7375757,13,40,1,NA,NA,OCCL46,B130904560,OCCL46Stills,3264,2448,B13
11,979.3086379,1052.074606,14,20,1,NA,NA,OCCL46,B130904560,OCCL46Stills,3264,2448,B13
