frame_number,x,y,sequence_id,sequence_annotation,number_of_points,still_file,Path,CTsite,CT_serial_number,Folder,xres,yres,Camera_ID
218,1193.999564,1431.471225,43,20,1,PICT0214.JPG,F:\Stills\PNGSV\OCGSV01Stills\,OCGSV01,B121000481,OCGSV01Stills,3264,2448,B12
224,1061.947864,867.7120425,44,40,1,PICT0220.JPG,F:\Stills\PNGSV\OCGSV01Stills\,OCGSV01,B121000481,OCGSV01Stills,3264,2448,B12
224,1143.210449,1563.522925,45,20,1,PICT0220.JPG,F:\Stills\PNGSV\OCGSV01Stills\,OCGSV01,B121000481,OCGSV01Stills,3264,2448,B12
0,224.8888889,252.4444444,0,Da,1,a(3)_01.jpeg,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,720,480,B13
0,228,256.8888889,1,Da,5,a(3)_01.jpeg,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,720,480,B13
1,174.6666667,255.1111111,1,Da,5,a(3)_02.jpeg,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,720,480,B13
2,117.7777778,265.7777778,1,Da,5,a(3)_03.jpeg,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,720,480,B13
4,94.66666667,270.2222222,1,Da,5,a(3)_05.jpeg,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,720,480,B13
5,23.55555556,283.5555556,1,Da,5,a(3)_06.jpeg,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,720,480,B13
22,305.3333333,284.4444444,2,Mt,1,EK000006_01.jpeg,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,720,480,B13
44,1253.720531,1648.955055,3,20,1,EK000066.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
44,1263.577786,687.8726589,4,30,1,EK000066.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
45,1224.148765,357.6546048,5,30,1,EK000067.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
45,1234.00602,1151.16366,6,20,1,EK000067.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
46,1017.146402,949.0899256,7,20,1,EK000068.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
46,997.4318916,485.7989243,8,40,1,EK000068.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
52,982.6460085,796.3024677,9,20,1,EK000074.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
52,977.7173809,574.5142224,10,40,1,EK000074.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
53,1445.93701,816.0169784,11,20,1,EK000075.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
53,1465.651521,609.0146161,12,40,1,EK000075.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
54,2066.924168,623.2115443,13,40,1,EK000076.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
54,2041.534872,830.5574635,14,20,1,EK000076.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
57,1736.863317,572.4329518,19,40,1,EK000079.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
57,1711.474021,868.6414079,20,20,1,EK000079.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
59,2621.257136,944.8092966,15,20,1,EK000081.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
59,2659.34108,479.3388656,16,40,1,EK000081.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
60,945.5635842,961.7354941,17,20,1,EK000082.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
60,992.1106273,470.8757668,18,40,1,EK000082.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
63,2435.068963,403.1709769,21,40,1,EK000085.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
63,2473.152908,1367.964234,22,10,1,EK000085.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
68,403.9252645,1367.964234,23,20,1,EK000090.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
68,365.8413201,635.9061924,24,30,1,EK000090.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
69,2215.028396,1452.595221,25,20,1,EK000091.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
69,2176.944452,767.0842229,26,30,1,EK000091.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
72,386.999067,513.1912606,27,40,1,EK000094.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
72,336.2204745,822.0943648,28,20,1,EK000094.JPG,F:\Stills\PNGSV\OCGSV06Stills\,OCGSV06,B130904567,OCGSV06Stills,3264,2448,B13
0,-273.257918,499.6416418,0,Mt,1,a(03)_01.jpeg,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,720,480,B12
22,-110.2476023,547.6867875,1,Mt,1,a(04)_01.jpeg,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,720,480,B12
44,375.3515486,432.7216175,2,Da,1,a(05)_01.jpeg,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,720,480,B12
66,-5.577820633,341.7790203,3,Da,1,a(16)_01.jpeg,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,720,480,B12
88,649.5853198,314.7700292,4,Da,1,PICT0007_01.jpeg,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,720,480,B12
110,421.7061949,354.6810624,5,Da,1,PICT0009_01.jpeg,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,720,480,B12
110,420.4187422,353.3936097,6,Da,12,PICT0009_01.jpeg,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,720,480,B12
113,452.6050593,352.106157,6,Da,12,PICT0009_04.jpeg,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,720,480,B12
114,531.1396729,344.3814409,6,Da,12,PICT0009_05.jpeg,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,720,480,B12
115,599.3746651,325.0696507,6,Da,12,PICT0009_06.jpeg,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,720,480,B12
120,641.8606037,310.9076711,6,Da,12,PICT0009_11.jpeg,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,720,480,B12
122,652.1602251,317.3449346,6,Da,12,PICT0009_13.jpeg,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,720,480,B12
123,640.573151,330.2194614,6,Da,12,PICT0009_14.jpeg,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,720,480,B12
124,514.4027881,352.106157,6,Da,12,PICT0009_15.jpeg,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,720,480,B12
125,341.8841285,388.1548321,6,Da,12,PICT0009_16.jpeg,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,720,480,B12
126,209.2765022,406.1791697,6,Da,12,PICT0009_17.jpeg,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,720,480,B12
127,61.21944362,426.7784126,6,Da,12,PICT0009_18.jpeg,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,720,480,B12
128,-55.9387465,430.6407858,6,Da,12,PICT0009_19.jpeg,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,720,480,B12
134,1052.147065,844.5385914,7,40,1,PICT0096.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
134,1057.05297,1354.75273,8,20,1,PICT0096.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
136,1729.161979,206.7709182,9,40,1,PICT0098.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
136,1753.691505,1565.706653,10,20,1,PICT0098.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
139,1640.855686,780.7618241,11,40,1,PICT0101.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
139,1660.479307,1384.188094,12,20,1,PICT0101.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
146,1258.195082,864.1622121,13,40,1,PICT0108.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
146,1312.160039,1207.575575,14,20,1,PICT0108.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
150,2602.413101,407.9130305,15,40,1,PICT0112.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
150,2617.130817,1271.352342,16,20,1,PICT0112.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
159,2592.601291,1266.446437,29,20,1,PICT0121.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
159,2582.78948,756.2322982,30,40,1,PICT0121.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
167,2362.023747,766.0441085,17,40,1,PICT0129.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
167,2366.929652,1119.269281,18,20,1,PICT0129.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
183,1057.05297,932.8448846,19,40,1,PICT0145.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
183,1066.86478,1168.328333,20,20,1,PICT0145.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
187,1243.477366,942.656695,21,40,1,PICT0149.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
187,1263.100987,1119.269281,22,20,1,PICT0149.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
194,296.637667,1016.245273,23,40,1,PICT0156.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
194,291.7317618,1227.199195,24,20,1,PICT0156.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
198,1434.807668,1227.199195,25,20,1,PICT0160.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
198,1429.901763,878.8799276,26,40,1,PICT0160.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
213,1689.914738,1109.457471,27,20,1,PICT0175.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
213,1709.538358,913.2212639,28,40,1,PICT0175.JPG,F:\Stills\PNGSV\OCGSV07Stills\,OCGSV07,B120101919,OCGSV07Stills,3264,2448,B12
0,497.3333333,410.6666667,0,Da,1,a(014)_01.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
0,503.5555556,407.1111111,1,Da,3,a(014)_01.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
1,445.7777778,432.8888889,1,Da,3,a(014)_02.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
3,367.8369438,471.2088083,1,Da,3,a(014)_04.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
22,290.2857981,354.311745,2,Da,1,a(062)_01.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
22,284.1663218,349.7221224,3,Da,11,a(062)_01.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
23,296.4052752,358.9013755,3,Da,11,a(062)_02.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
24,307.1143591,366.5506984,3,Da,11,a(062)_03.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
26,305.5844899,377.2597826,3,Da,11,a(062)_05.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
28,300.9948824,387.9688668,3,Da,11,a(062)_07.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
29,259.6884146,397.1480819,3,Da,11,a(062)_08.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
30,201.5533859,406.3272969,3,Da,11,a(062)_09.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
32,177.0754791,409.3870353,3,Da,11,a(062)_11.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
34,148.0079648,418.5662503,3,Da,11,a(062)_13.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
35,114.3508429,430.8052037,3,Da,11,a(062)_14.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
43,106.701497,430.8052037,3,Da,11,a(062)_22.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
49,830.3296172,453.9944763,4,Da,1,a(063)_06.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
49,825.2917144,453.9944779,5,Da,8,a(063)_06.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
50,806.8195402,450.6358948,5,Da,8,a(063)_07.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
51,784.988725,445.5980217,5,Da,8,a(063)_08.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
53,763.1579553,427.1258116,5,Da,8,a(063)_10.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
54,748.0443314,406.974313,5,Da,8,a(063)_11.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
55,731.2514159,425.44652,5,Da,8,a(063)_12.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
56,704.3827511,477.504558,5,Da,8,a(063)_13.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
58,598.5873836,497.6560566,5,Da,8,a(063)_15.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
79,-83.96003405,521.6877307,6,Da,1,a(064)_14.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
79,-82.63536633,517.7137276,7,Da,5,a(064)_14.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
80,130.6361364,513.7397244,7,Da,5,a(064)_15.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
81,145.2074813,504.4670504,7,Da,5,a(064)_16.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
86,431.3357085,414.3896455,7,Da,5,a(064)_21.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
87,363.7776549,358.7536013,7,Da,5,a(064)_22.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
88,306.816943,325.6369084,8,Da,1,a(201)_01.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
88,305.4922753,326.9615761,9,Da,10,a(201)_01.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
88,51.15607326,272.6501996,10,Da,1,a(201)_01.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
88,53.80540869,273.9748673,11,Da,16,a(201)_01.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
89,72.35075676,279.2735382,11,Da,16,a(201)_02.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
90,109.4414529,283.2475414,11,Da,16,a(201)_03.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
91,337.2843005,329.6109115,9,Da,10,a(201)_04.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
91,161.1034939,292.5202154,11,Da,16,a(201)_04.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
92,216.7395381,305.7668926,11,Da,16,a(201)_05.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
92,350.5309777,329.6109115,9,Da,10,a(201)_05.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
93,251.1808988,311.0655635,11,Da,16,a(201)_06.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
93,464.4524015,342.8575887,9,Da,10,a(201)_06.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
94,264.427576,315.0395666,11,Da,16,a(201)_07.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
94,489.6210882,342.8575887,9,Da,10,a(201)_07.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
95,312.1156138,322.9875729,11,Da,16,a(201)_08.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
96,562.4778127,350.805595,9,Da,10,a(201)_09.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
96,353.1803131,334.9095824,11,Da,16,a(201)_09.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
97,622.08786,357.4289336,9,Da,10,a(201)_10.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
98,675.0745688,372.0002785,9,Da,10,a(201)_11.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
99,698.9185877,378.6236171,9,Da,10,a(201)_12.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
99,379.6736675,337.5589178,11,Da,16,a(201)_12.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
100,424.7123699,336.2342501,11,Da,16,a(201)_13.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
101,713.4899326,383.922288,9,Da,10,a(201)_14.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
101,461.8030661,345.5069241,11,Da,16,a(201)_14.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
102,526.7117843,353.4549305,11,Da,16,a(201)_15.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
103,587.6464993,373.3249462,11,Da,16,a(201)_16.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
104,643.2825435,383.922288,11,Da,16,a(201)_17.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
105,706.866594,391.8702943,11,Da,16,a(201)_18.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
110,720.1132712,382.5976203,12,Da,2,a(202)_01.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
111,745.2819579,390.5456266,12,Da,2,a(202)_02.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
134,762.5026289,511.0903978,13,Da,1,a(203)_03.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
154,522.7377811,341.532921,14,Da,1,a(204)_01.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
154,518.763778,340.2082533,15,Da,13,a(204)_01.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
155,486.9717527,332.260247,15,Da,13,a(204)_02.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
156,436.6343794,332.260247,15,Da,13,a(204)_03.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
157,402.1930187,324.3122406,15,Da,13,a(204)_04.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
158,365.1023226,316.3642343,15,Da,13,a(204)_05.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
159,347.8816423,308.416228,15,Da,13,a(204)_06.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
160,334.6349651,304.4422249,15,Da,13,a(204)_07.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
163,366.4269903,301.7928853,15,Da,13,a(204)_10.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
164,379.6736675,299.143554,15,Da,13,a(204)_11.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
165,400.868351,295.1695508,15,Da,13,a(204)_12.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
166,408.8163573,292.5202154,15,Da,13,a(204)_13.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
167,415.4396959,291.1955477,15,Da,13,a(204)_14.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
174,403.5176864,291.1955477,15,Da,13,a(204)_21.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
176,392.9203447,317.688902,16,Mt,1,EK000022_01.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
176,396.8943478,317.688902,17,Mt,8,EK000022_01.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
178,419.4136991,328.2862438,17,Mt,8,EK000022_03.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
179,456.5043952,336.2342501,17,Mt,8,EK000022_04.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
180,498.8937622,336.2342501,17,Mt,8,EK000022_05.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
181,587.6464993,337.5589178,17,Mt,8,EK000022_06.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
182,618.1138569,334.9095824,17,Mt,8,EK000022_07.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
183,688.321246,330.9355792,17,Mt,8,EK000022_08.jpeg,F:\Stills\PNGSV\OCGSV08Stills\,OCGSV08,B140806198,OCGSV08Stills,720,480,B14
