"species","frame_number","x","y","sequence_id","number_of_points","still_file","Path","site_id","CT_serial_number","Folder","xdim","ydim","cam_id","file_name","file_id","Time","Date","PA_cat","Dig","radius","angle","pixdiff","dist","time","speed","frames"
"Lt",159,614.7274063,433.0775096,"OCCL14_11",5,"EK000027_08.jpeg","F:\Stills\Catule\OCCL14Stills\","OCCL14","B131200419","OCCL14Stills",720,480,"B13","EK000027","EK000027_OCCL14","17:35:16","09/05/2016","multiple-use","Y",1.41878608086583,0.272883668367726,674.012058222389,0.966516202604391,2,0.483258101302196,5
"Lt",44,592.5863996,279.3928747,"OCCL14_4",10,"EK000012_01.jpeg","F:\Stills\Catule\OCCL14Stills\","OCCL14","B131200419","OCCL14Stills",720,480,"B13","EK000012","EK000012_OCCL14","20:12:40","24/04/2016","multiple-use","Y",3.50118226475941,0.249164512202273,604.279203646227,2.69395841947563,4.5,0.59865742655014,10
"Lt",66,649.8925347,313.2555909,"OCCL14_6",2,"EK000014_01.jpeg","F:\Stills\Catule\OCCL14Stills\","OCCL14","B131200419","OCCL14Stills",720,480,"B13","EK000014","EK000014_OCCL14","11:34:30","30/04/2016","multiple-use","Y",2.68475669465558,0.310555269456117,119.38225576578,0.56789008756995,0.5,1.1357801751399,2
"Lt",131,343.825677,440.8919826,"OCCL14_9",6,"EK000026_01.jpeg","F:\Stills\Catule\OCCL14Stills\","OCCL14","B131200419","OCCL14Stills",720,480,"B13","EK000026","EK000026_OCCL14","17:31:40","09/05/2016","multiple-use","Y",1.32494543544898,-0.0173271838225618,174.616089832602,1.58529747380141,5.5,0.288235904327528,6
"Lt",10,60,390.2222222,"OCCL18_1",2,"PICT0003_11.jpeg","F:\Stills\Catule\OCCL18Stills\","OCCL18","B121018018","OCCL18Stills",720,480,"B12","PICT0003","PICT0003_OCCL18","02:43:28","15/04/2016","multiple-use","Y",1.58822098204499,-0.320077808306647,61.5647807020576,0.112993429931692,0.5,0.225986859863384,2
"Lt",0,252.8888889,248,"OCCL20_1",4,"b(22)_01.jpeg","F:\Stills\Catule\OCCL20Stills\","OCCL20","B131000482","OCCL20Stills",720,480,"B13","b(22)","b(22)_OCCL20","18:44:54","07/06/2016","multiple-use","Y",1.97697723232808,-0.114745693619976,49.7676865108246,0.598349424345622,1.5,0.398899616230414,4
"Lt",0,82.22222222,328,"OCCL22_1",3,"b(8)_01.jpeg","F:\Stills\Catule\OCCL22Stills\","OCCL22","B110309357","OCCL22Stills",720,480,"B11","b(8)","b(8)_OCCL22","03:28:20","15/06/2016","multiple-use","Y",3.78610917708612,-0.296711082996945,81.616487127692,1.19524090300812,1,1.19524090300812,3
"Lt",42,91.39268744,301.2754431,"OCCL22_4",3,"PICT0013_01.jpeg","F:\Stills\Catule\OCCL22Stills\","OCCL22","B110309357","OCCL22Stills",720,480,"B11","PICT0013","PICT0013_OCCL22","03:22:42","15/05/2016","multiple-use","Y",11.1720180423187,-0.28691555979578,49.507297574151,23.7053565127941,1,23.7053565127941,3
"Lt",0,310.6666667,229.3333333,"OCCL30_1",8,"b(11)_01.jpeg","F:\Stills\Catule\OCCL30Stills\","OCCL30","B140806204","OCCL30Stills",720,480,"B14","b(11)","b(11)_OCCL30","03:20:36","06/06/2016","multiple-use","Y",3.12419237915508,-0.0531603654972637,328.140598322134,1.38939929141647,3.5,0.396971226118991,8
"Lt",0,379.1111111,272,"OCCL31_1",8,"b(36)_01.jpeg","F:\Stills\Catule\OCCL31Stills\","OCCL31","B100825112","OCCL31Stills",720,480,"B10","b(36)","b(36)_OCCL31","23:47:56","08/06/2016","multiple-use","Y",2.97828940427056,0.0205043526549595,315.07514900049,1.92910747261892,6,0.321517912103153,8
"Lt",0,425.3333333,355.5555556,"OCCL39_1",15,"b(9)_01.jpeg","F:\Stills\Catule\OCCL39Stills\","OCCL39","B120100832","OCCL39Stills",720,480,"B12","b(9)","b(9)_OCCL39","08:17:20","12/06/2016","multiple-use","Y",1.56806826908429,0.0697058337734388,224.610357911187,5.99974796703956,9,0.666638663004395,15
"Lt",0,664,303.1111111,"OCCL42_1",4,"PICT0023_01.jpeg","F:\Stills\Catule\OCCL42Stills\","OCCL42","B110307281","OCCL42Stills",720,480,"B11","PICT0023","PICT0023_OCCL42","22:37:16","19/04/2016","multiple-use","Y",1.50057734554957,0.324720609229259,196.268194645842,0.322220088882678,5,0.0644440177765355,4
"Lt",0,184.8888889,289.7777778,"OCCL46_1",10,"b(3)_01.jpeg","F:\Stills\Catule\OCCL46Stills\","OCCL46","B130904560","OCCL46Stills",720,480,"B13","b(3)","b(3)_OCCL46","18:20:10","04/06/2016","multiple-use","Y",2.63691794289392,-0.187592544763866,105.450011355856,1.95194686534845,5.5,0.354899430063354,10
"Lt",22,480,277.3333333,"OCCL49_2",5,"PICT0067_01.jpeg","F:\Stills\Catule\OCCL49Stills\","OCCL49","","OCCL49Stills",720,480,"B12","PICT0067","PICT0067_OCCL49","03:15:54","08/05/2016","multiple-use","Y",2.17418342024858,0.128031123322659,28.0249009069632,0.226457240492685,3.5,0.0647020687121956,5
"Lt",64,533.3333333,405.3333333,"OCCL49_4",9,"PICT0082_01.jpeg","F:\Stills\Catule\OCCL49Stills\","OCCL49","","OCCL49Stills",720,480,"B12","PICT0082","PICT0082_OCCL49","05:08:10","18/05/2016","multiple-use","Y",0.872681256970584,0.184933844763832,157.962502101191,1.01372502252567,4,0.253431255631417,9
"Lt",0,628.4444444,387.5555556,"OCCL53_1",2,"EK000006_01.jpeg","F:\Stills\Catule\OCCL53Stills\","OCCL53","B131200426","OCCL53Stills",720,480,"B13","EK000006","EK000006_OCCL53","01:39:40","29/04/2016","multiple-use","Y",1.40776849735971,0.287578418847222,98.6666803000015,0.149561751771621,4,0.0373904379429051,2
"Lt",0,451.5555556,201.7777778,"OCCL59_1",4,"b(4)_01.jpeg","F:\Stills\Catule\OCCL59Stills\","OCCL59","B121000651","OCCL59Stills",720,480,"B12","b(4)","b(4)_OCCL59","21:00:04","04/06/2016","multiple-use","Y",4.72589693489176,0.097683005249151,281.927946597686,1.55223802756268,1.5,1.03482535170845,4
"Da",111,646.652783,297.4906723,"OCCL60_38",8,"EK000005_02.jpeg","F:\Stills\Catule\OCCL60Stills\","OCCL60","B131000470","OCCL60Stills",720,480,"B13","EK000005","EK000005_OCCL60","20:07:32","26/04/2016","multiple-use","Y",2.04769131264698,0.307084597252689,139.57707556279,0.735450669013294,7,0.105064381287613,8
"Da",154,515.6604226,318.1217829,"OCCL60_42",4,"EK000007_01.jpeg","F:\Stills\Catule\OCCL60Stills\","OCCL60","B131000470","OCCL60Stills",720,480,"B13","EK000007","EK000007_OCCL60","20:09:04","26/04/2016","multiple-use","Y",1.81611642052735,0.166755465207901,113.255536327799,0.518440677758113,1.5,0.345627118505409,4
"Lt",176,483.4396519,303.0118533,"OCCL60_44",5,"EK000010_01.jpeg","F:\Stills\Catule\OCCL60Stills\","OCCL60","B131000470","OCCL60Stills",720,480,"B13","EK000010","EK000010_OCCL60","01:11:22","04/05/2016","multiple-use","Y",2.06212546870145,0.132238087459014,124.656753323989,0.464008597821944,2,0.232004298910972,5
"Lt",20,265.1905082,264.9242913,"OCCL68_2",6,"PICT0051_01.jpeg","F:\Stills\Catule\OCCL68Stills\","OCCL68","B101028533","OCCL68Stills",720,480,"B10","PICT0051","PICT0051_OCCL68","04:26:30","11/05/2016","multiple-use","Y",2.27981371629395,-0.101721309908804,210.187061966218,0.945154804131939,9.5,0.0994899793823094,6
"Lt",0,127.1402227,192.1299927,"OCGB01_1",3,"PICT0007_01.jpeg","F:\Stills\GB_OC\OCGB01Stills\","OCGB01","B121000631","OCGB01Stills",720,480,"B12","PICT0007","PICT0007_OCGB01","05:58","30/06/2017","multiple-use","Y",2.71840907458726,-0.248444157203193,140.248298906039,0.543119692180669,1,0.543119692180669,3
"Mt",88,559.1168671,397.6526663,"OCGB03_3",5,"PICT0011_01.jpeg","F:\Stills\GB_OC\OCGB03Stills\","OCGB03","B121000676","OCGB03Stills",720,480,"B12","PICT0011","PICT0011_OCGB03","23:20","19/07/2017","multiple-use","Y",1.11405395854676,0.212442968060846,263.734612544461,0.312254088236251,2,0.156127044118125,5
"Lt",0,702.2222222,304,"OCGB05_1",4,"PICT0007_01.jpeg","F:\Stills\GB_OC\OCGB05Stills\","OCGB05","B100815620","OCGB05Stills",720,480,"B10","PICT0007","PICT0007_OCGB05","07:30","01/07/2017","multiple-use","Y",1.74324254237153,0.367170966336579,40.9944430283181,0.0861565486045327,3.5,0.0246161567441522,4
"Lt",0,470.4465363,277.5382585,"OCGB17_1",10,"PICT0011_01.jpeg","F:\Stills\GB_OC\OCGB17Stills\","OCGB17","B121000481","OCGB17Stills",720,480,"B12","PICT0011","PICT0011_OCGB17","17:51","13/07/2017","multiple-use","Y",5.20546598147711,0.117838284246548,75.2601081764259,42.0525083099282,5,8.41050166198563,10
"Lt",22,464.4485274,275.7752426,"OCGB17_3",10,"PICT0021_01.jpeg","F:\Stills\GB_OC\OCGB17Stills\","OCGB17","B121000481","OCGB17Stills",720,480,"B12","PICT0021","PICT0021_OCGB17","21:53","08/08/2017","multiple-use","Y",5.39187005112971,0.111438852436829,80.8415002852471,28.4332256234968,5.5,5.16967738609032,10
"Lt",0,281.7777778,273.7777778,"OCGB18_1",14,"PICT0004_01.jpeg","F:\Stills\GB_OC\OCGB18Stills\","OCGB18","B120102X88","OCGB18Stills",720,480,"B12","PICT0004","PICT0004_OCGB18","23:49","28/06/2017","multiple-use","Y",3.75255267241229,-0.0834573248088383,249.96019276745,4.56564106625216,6.5,0.702406317884948,14
"Lt",42,213.3333333,304,"OCGB18_4",17,"PICT0024_01.jpeg","F:\Stills\GB_OC\OCGB18Stills\","OCGB18","B120102X88","OCGB18Stills",720,480,"B12","PICT0024","PICT0024_OCGB18","00:06","12/08/2017","multiple-use","Y",2.76924384669891,-0.156482484096591,207.327999123515,4.75763200005376,10.5,0.453107809528929,17
"Lt",0,404,267.5555556,"OCGB43_1",3,"EK000008_01.jpeg","F:\Stills\GB_OC\OCGB43Stills\","OCGB43","B131200699","OCGB43Stills",720,480,"B13","EK000008","EK000008_OCGB43","23:33","26/06/2017","multiple-use","Y",2.15588213239379,0.0471361977989878,304.953601002329,0.731521982778869,1,0.731521982778869,3
"Lt",22,92,222.2222222,"OCGB43_3",3,"EK000016_01.jpeg","F:\Stills\GB_OC\OCGB43Stills\","OCGB43","B131200699","OCGB43Stills",720,480,"B13","EK000016","EK000016_OCGB43","21:57","19/07/2017","multiple-use","Y",3.29272219721948,-0.287102295684744,93.4414655616286,0.923327404116344,1,0.923327404116344,3
"Lt",0,322.2222222,275.5555556,"OCGB48_1",17,"PICT0036_01.jpeg","F:\Stills\GB_OC\OCGB48Stills\","OCGB48","B121018018","OCGB48Stills",720,480,"B12","PICT0036","PICT0036_OCGB48","23:58","25/07/2017","multiple-use","Y",2.2259049788294,-0.040306094403065,205.879812737127,2.3894017351239,8.5,0.281106086485165,17
"Lt",0,280.4444444,310.2222222,"OCGB49_1",14,"EK000009_01.jpeg","F:\Stills\GB_OC\OCGB49Stills\","OCGB49","B140926276","OCGB49Stills",720,480,"B14","EK000009","EK000009_OCGB49","06:18","04/07/2017","multiple-use","Y",5.42015441293568,-0.0857270759977997,266.765062778946,2.59786030056152,7,0.371122900080217,14
"Lt",44,218.2908745,323.8041556,"OCGB49_4",4,"EK000068_01.jpeg","F:\Stills\GB_OC\OCGB49Stills\","OCGB49","B140926276","OCGB49Stills",720,480,"B14","EK000068","EK000068_OCGB49","22:41","16/08/2017","multiple-use","Y",4.68898183536976,-0.15270220765475,231.883760191338,2.21070624943495,1.5,1.47380416628996,4
"Da",0,440.4444444,345.7777778,"OCGSV01_1",10,"a(13)_01.jpeg","F:\Stills\PNGSV\OCGSV01Stills\","OCGSV01","B121000481","OCGSV01Stills",720,480,"B12","a(13)","a(13)_OCGSV01","18:05","26/05/2017","strict","Y",2.0659967278535,0.0858282715133263,218.740628855875,1.21873362728048,10.5,0.116069869264807,10
"Da",110,466.2222222,338.6666667,"OCGSV01_11",9,"PICT0071_01.jpeg","F:\Stills\PNGSV\OCGSV01Stills\","OCGSV01","B121000481","OCGSV01Stills",720,480,"B12","PICT0071","PICT0071_OCGSV01","17:48","29/04/2017","strict","Y",2.15009553952333,0.113331253584125,255.084752419979,0.932121383368386,7.5,0.124282851115785,9
"Da",141,222.138133,463.8678825,"OCGSV01_13",4,"PICT0072_10.jpeg","F:\Stills\PNGSV\OCGSV01Stills\","OCGSV01","B121000481","OCGSV01Stills",720,480,"B12","PICT0072","PICT0072_OCGSV01","17:48","29/04/2017","strict","Y",1.17080010450473,-0.147088414128075,115.142225986578,0.219779337556877,1.5,0.146519558371251,4
"Da",40,500,424,"OCGSV01_3",3,"a(21)_19.jpeg","F:\Stills\PNGSV\OCGSV01Stills\","OCGSV01","B121000481","OCGSV01Stills",720,480,"B12","a(21)","a(21)_OCGSV01","17:55","29/05/2017","strict","Y",1.27652765213574,0.149369643876435,209.281435513332,0.284486116202947,1,0.284486116202947,3
"Da",44,465.3333333,324.4444444,"OCGSV01_5",8,"PICT0055_01.jpeg","F:\Stills\PNGSV\OCGSV01Stills\","OCGSV01","B121000481","OCGSV01Stills",720,480,"B12","PICT0055","PICT0055_OCGSV01","17:58","22/04/2017","strict","Y",2.41950521729581,0.112382874880992,232.557157267484,0.741174171424433,8.5,0.0871969613440509,8
"Da",66,466.2222222,316.4444444,"OCGSV01_7",10,"PICT0061_01.jpeg","F:\Stills\PNGSV\OCGSV01Stills\","OCGSV01","B121000481","OCGSV01Stills",720,480,"B12","PICT0061","PICT0061_OCGSV01","17:48","24/04/2017","strict","Y",2.60047151128792,0.113331253584125,265.4584475562,1.32814308621142,10,0.132814308621142,10
"Da",88,401.3333333,312,"OCGSV01_9",8,"PICT0062_01.jpeg","F:\Stills\PNGSV\OCGSV01Stills\","OCGSV01","B121000481","OCGSV01Stills",720,480,"B12","PICT0062","PICT0062_OCGSV01","17:49","24/04/2017","strict","Y",2.84731280236095,0.0440996091089071,229.195669847562,0.906497901627901,8,0.113312237703488,8
"Da",0,228,256.8888889,"OCGSV06_1",5,"a(3)_01.jpeg","F:\Stills\PNGSV\OCGSV06Stills\","OCGSV06","B130904567","OCGSV06Stills",720,480,"B13","a(3)","a(3)_OCGSV06","19:38","31/05/2017","strict","Y",2.03954312513642,-0.141408593396963,207.128101369269,0.640360489639749,2.5,0.2561441958559,5
"Da",110,420.4187422,353.3936097,"OCGSV07_6",12,"PICT0009_01.jpeg","F:\Stills\PNGSV\OCGSV07Stills\","OCGSV07","B120101919","OCGSV07Stills",720,480,"B12","PICT0009","PICT0009_OCGSV07","17:19","19/04/2017","strict","Y",1.60394672867234,0.064462328613401,961.122960774685,1.89430643491402,9,0.210478492768224,12
"Da",0,503.5555556,407.1111111,"OCGSV08_1",3,"a(014)_01.jpeg","F:\Stills\PNGSV\OCGSV08Stills\","OCGSV08","B140806198","OCGSV08Stills",720,480,"B14","a(14)","a(14)_OCGSV08","05:39","20/05/2017","strict","Y",1.24557121476791,0.154691874527334,150.118951120087,0.435426613911354,1.5,0.290284409274236,3
"Da",88,53.80540869,273.9748673,"OCGSV08_11",16,"a(201)_01.jpeg","F:\Stills\PNGSV\OCGSV08Stills\","OCGSV08","B140806198","OCGSV08Stills",720,480,"B14","a(201)","a(201)_OCGSV08","16:12","06/06/2017","strict","Y",4.18481062096729,-0.329947629695739,666.169149744534,3.44307372423947,8.5,0.405067496969349,16
"Da",110,720.1132712,382.5976203,"OCGSV08_12",2,"a(202)_01.jpeg","F:\Stills\PNGSV\OCGSV08Stills\","OCGSV08","B140806198","OCGSV08Stills",720,480,"B14","a(202)","a(202)_OCGSV08","16:14","06/06/2017","strict","Y",1.67744025059709,0.388049049939369,26.3938173508039,0.101285429778806,0.5,0.202570859557613,2
"Da",154,518.763778,340.2082533,"OCGSV08_15",13,"a(204)_01.jpeg","F:\Stills\PNGSV\OCGSV08Stills\","OCGSV08","B140806198","OCGSV08Stills",720,480,"B14","a(204)","a(204)_OCGSV08","16:18","06/06/2017","strict","Y",2.29045681090321,0.17107987443059,283.213103620379,3.0204887283193,10,0.30204887283193,13
"Mt",176,396.8943478,317.688902,"OCGSV08_17",8,"EK000022_01.jpeg","F:\Stills\PNGSV\OCGSV08Stills\","OCGSV08","B140806198","OCGSV08Stills",720,480,"B14","EK000022","EK000022_OCGSV08","03:58","18/04/2017","strict","Y",2.80148901973172,0.0397564259828996,355.867328946207,1.98443660647183,4,0.496109151617957,8
"Da",22,284.1663218,349.7221224,"OCGSV08_3",11,"a(062)_01.jpeg","F:\Stills\PNGSV\OCGSV08Stills\","OCGSV08","B140806198","OCGSV08Stills",720,480,"B14","a(62)","a(62)_OCGSV08","17:24","27/05/2017","strict","Y",1.75886121598038,-0.0817164740440086,250.710903089389,0.898213103692996,10.5,0.0855441051136187,11
"Da",49,825.2917144,453.9944779,"OCGSV08_5",8,"a(063)_06.jpeg","F:\Stills\PNGSV\OCGSV08Stills\","OCGSV08","B140806198","OCGSV08Stills",720,480,"B14","a(63)","a(63)_OCGSV08","17:25","27/05/2017","strict","Y",1.05788962976234,0.501386708454027,286.211143392856,1.00090366466818,4.5,0.222423036592929,8
"Da",79,-82.63536633,517.7137276,"OCGSV08_7",5,"a(064)_14.jpeg","F:\Stills\PNGSV\OCGSV08Stills\","OCGSV08","B140806198","OCGSV08Stills",720,480,"B14","a(64)","a(64)_OCGSV08","17:26","27/05/2017","strict","Y",0.624562675831943,-0.476972794703049,618.070586876805,1.27038309001803,4,0.317595772504507,5
"Da",88,305.4922753,326.9615761,"OCGSV08_9",10,"a(201)_01.jpeg","F:\Stills\PNGSV\OCGSV08Stills\","OCGSV08","B140806198","OCGSV08Stills",720,480,"B14","a(201)","a(201)_OCGSV08","16:12","06/06/2017","strict","Y",2.2810229317252,-0.0587361601912317,413.477862684448,1.25109679824528,6.5,0.192476430499274,10
"Mt",0,471.5555556,242.6666667,"OCGSV09_1",4,"a(27)_01.jpeg","F:\Stills\PNGSV\OCGSV09Stills\","OCGSV09","B131200419","OCGSV09Stills",720,480,"B13","a(27)","a(27)_OCGSV09","02:13","03/06/2017","strict","Y",2.8277282958729,0.119506925780399,33.3323301208574,0.241886100800606,7.5,0.0322514801067475,4
"Mt",264,447.3552321,257.5609221,"OCGSV09_10",7,"EK000157_01.jpeg","F:\Stills\PNGSV\OCGSV09Stills\","OCGSV09","B131200419","OCGSV09Stills",720,480,"B13","EK000157","EK000157_OCGSV09","03:12","10/05/2017","strict","Y",2.54722958476143,0.0935816704327747,353.68565919342,0.948982241377621,10.5,0.090379261083583,7
"Mt",22,837.3042844,291.1086256,"OCGSV09_2",6,"a(28)_01.jpeg","F:\Stills\PNGSV\OCGSV09Stills\","OCGSV09","B131200419","OCGSV09Stills",720,480,"B13","a(28)","a(28)_OCGSV09","02:14","03/06/2017","strict","Y",2.08487225115256,0.51132520817688,155.450931365979,0.672425958771446,10.5,0.0640405675020425,6
"Mt",132,417.7802633,245.2903025,"OCGSV09_5",6,"EK000078_01.jpeg","F:\Stills\PNGSV\OCGSV09Stills\","OCGSV09","B131200419","OCGSV09Stills",720,480,"B13","EK000078","EK000078_OCGSV09","21:29","20/04/2017","strict","Y",2.7733624146441,0.0618986799951453,301.640532458834,1.13883465470208,4,0.28470866367552,6
"Mt",154,635.4172981,256.7448833,"OCGSV09_7",11,"EK000152_01.jpeg","F:\Stills\PNGSV\OCGSV09Stills\","OCGSV09","B131200419","OCGSV09Stills",720,480,"B13","EK000152","EK000152_OCGSV09","03:09","10/05/2017","strict","Y",2.56294632917207,0.295048278193281,223.739769039575,1.09376916911953,10.5,0.104168492297098,11
"Da",0,276.8888889,276.4444444,"OCGSV10_1",14,"a(35)_01.jpeg","F:\Stills\PNGSV\OCGSV10Stills\","OCGSV10","B140711140","OCGSV10Stills",720,480,"B14","a(35)","a(35)_OCGSV10","17:10","27/05/2017","strict","Y",2.04619794313575,-0.0895584536340197,341.821645172891,1.33362707044936,10.5,0.127012101947558,14
"Da",22,716,407.1111111,"OCGSV10_2",3,"a(86)_01.jpeg","F:\Stills\PNGSV\OCGSV10Stills\","OCGSV10","B140711140","OCGSV10Stills",720,480,"B14","a(86)","a(86)_OCGSV10","17:05","06/06/2017","strict","Y",1.08598103296176,0.383616691820536,24.8777210594086,0.0880833310638092,10,0.00880833310638092,3
"Da",22,398.6666667,228.4444444,"OCGSV10_5",13,"a(86)_01.jpeg","F:\Stills\PNGSV\OCGSV10Stills\","OCGSV10","B140711140","OCGSV10Stills",720,480,"B14","a(86)","a(86)_OCGSV10","17:05","06/06/2017","strict","Y",4.46502954916375,0.0416662324808463,253.76716290272,3.02938439990258,8,0.378673049987822,13
"Da",65,735.4876594,457.2360371,"OCGSV10_8",5,"a(88)_01.jpeg","F:\Stills\PNGSV\OCGSV10Stills\","OCGSV10","B140711140","OCGSV10Stills",720,480,"B14","a(88)","a(88)_OCGSV10","17:07","06/06/2017","strict","Y",0.875370315753462,0.404616105950742,349.732167810173,2.60765101084643,10.5,0.248347715318708,5
"Da",110,300.4095732,250.2711581,"OCGSV11_10",5,"EK000017_01.jpeg","F:\Stills\PNGSV\OCGSV11Stills\","OCGSV11","B1209X38X","OCGSV11Stills",720,480,"B12","EK000017","EK000017_OCGSV11","20:21","07/05/2017","strict","Y",2.37234640724886,-0.0635785773540055,275.470043022917,1.29328669239416,2,0.646643346197081,5
"Da",173,740.93135,334.9456602,"OCGSV11_13",3,"EK000019_20.jpeg","F:\Stills\PNGSV\OCGSV11Stills\","OCGSV11","B1209X38X","OCGSV11Stills",720,480,"B12","EK000019","EK000019_OCGSV11","18:28","08/05/2017","strict","Y",1.19489982460674,0.40642557207764,341.988217458386,0.429373054598223,1,0.429373054598223,3
"Mt",22,818.7638073,351.2073688,"OCGSV11_2",6,"a(175)_01.jpeg","F:\Stills\PNGSV\OCGSV11Stills\","OCGSV11","B1209X38X","OCGSV11Stills",720,480,"B12","a(175)","a(175)_OCGSV11","19:02","05/06/2017","strict","Y",1.09135839829943,0.489467046569989,211.811602859216,0.412316848006352,7.5,0.0549755797341802,6
"Mt",44,113.8530304,235.4757487,"OCGSV11_4",6,"a(176)_01.jpeg","F:\Stills\PNGSV\OCGSV11Stills\","OCGSV11","B1209X38X","OCGSV11Stills",720,480,"B12","a(176)","a(176)_OCGSV11","19:03","05/06/2017","strict","Y",2.91609769115781,-0.262620608502969,96.64623373329,1.01630914760908,10.5,0.096791347391341,6
"Lt",66,521.1682128,258.0208695,"OCGSV11_6",9,"a(182)_01.jpeg","F:\Stills\PNGSV\OCGSV11Stills\","OCGSV11","B1209X38X","OCGSV11Stills",720,480,"B12","a(182)","a(182)_OCGSV11","18:42","09/06/2017","strict","Y",2.13013261137051,0.171954561072411,185.112386160294,0.716033018754592,6,0.119338836459099,9
"Da",88,137.4915439,314.5809065,"OCGSV11_8",12,"a(184)_01.jpeg","F:\Stills\PNGSV\OCGSV11Stills\","OCGSV11","B1209X38X","OCGSV11Stills",720,480,"B12","a(184)","a(184)_OCGSV11","16:38","14/06/2017","strict","Y",1.40913424124928,-0.237400063193946,591.928201629671,2.02134211603771,5.5,0.367516748370492,12
"Da",0,316,273.7777778,"OCGSV15_1",4,"EK000029_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000029","EK000029_OCGSV15","17:49","13/04/2017","strict","Y",3.68767707212108,-0.047413298989055,317.057222790573,3.17374181770125,4.5,0.705275959489166,4
"Da",87,554.2222222,352.8888889,"OCGSV15_10",9,"EK000074_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000074","EK000074_OCGSV15","18:17","22/04/2017","strict","Y",2.00463367885378,0.209289006624711,111.650527313101,0.361197451081266,10.5,0.0343997572458349,9
"Da",109,467.1111111,337.7777778,"OCGSV15_13",9,"EK000075_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000075","EK000075_OCGSV15","18:18","22/04/2017","strict","Y",2.22132350044218,0.115420253082595,181.833422676573,0.508704909288593,10.5,0.0484480865989136,9
"Da",131,356,280.8888889,"OCGSV15_15",5,"EK000076_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000076","EK000076_OCGSV15","18:51","22/04/2017","strict","Y",3.40194229689821,-0.00431029990809589,60.8267416233072,0.718361582688554,8.5,0.0845131273751241,5
"Da",153,441.9578563,478.8160009,"OCGSV15_17",13,"EK000077_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000077","EK000077_OCGSV15","06:42","23/04/2017","strict","Y",1.24980403840169,0.0883157351194069,345.807385138867,2.5389932172881,9.5,0.267262443925063,13
"Da",216,536.9125233,275.8736734,"OCGSV15_21",7,"EK000080_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000080","EK000080_OCGSV15","07:30","23/04/2017","strict","Y",3.29062507539109,0.190636508230251,68.6604951357765,0.403234523084917,4,0.100808630771229,7
"Da",237,533.1888109,267.4953204,"OCGSV15_23",6,"EK000083_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000083","EK000083_OCGSV15","07:13","24/04/2017","strict","Y",3.54036965603366,0.186623928926377,61.9208862421597,0.317381872534659,6,0.0528969787557764,6
"Da",259,316.2825618,414.5819614,"OCGSV15_25",4,"EK000084_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000084","EK000084_OCGSV15","07:17","24/04/2017","strict","Y",1.60334989404117,-0.0471088174639121,134.943600052013,0.341678779453652,4,0.0854196948634129,4
"Da",281,342.3485488,413.6510333,"OCGSV15_27",2,"EK000174_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000174","EK000174_OCGSV15","07:58","03/05/2017","strict","Y",1.60101088937247,-0.0190207621212799,61.6173150267209,0.297999243062082,0.5,0.595998486124164,2
"Da",303,581.5970724,295.4231637,"OCGSV15_29",15,"EK000179_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000179","EK000179_OCGSV15","17:49","03/05/2017","strict","Y",2.79025296604002,0.23878746020001,317.218561264603,1.53038921576399,10.5,0.145751353882285,15
"Da",0,249.3333333,259.5555556,"OCGSV15_3",4,"EK000029_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000029","EK000029_OCGSV15","17:49","13/04/2017","strict","Y",4.39987884672434,-0.119251630826573,26.6211833686643,0.322300460022867,9.5,0.0339263642129334,4
"Mt",347,580.6661443,292.6303793,"OCGSV15_31",12,"EK000264_01.jpeg","F:\Stills\PNGSV\OCGSV15Stills\","OCGSV15","B1404115863","OCGSV15Stills",720,480,"B14","EK000264","EK000264_OCGSV15","10:01","08/05/2017","strict","Y",2.84670532793455,0.237784315374042,309.365073803953,4.75074700610656,10.5,0.452452095819673,12
