x,y,frame_number,sequence_id,sequence_annotation,number_of_points,filename,file_last_mod_date
1413.688889,1846.044444,0,0,Badger,1,IMG_0891.JPG,Tue Sep 04 2018 05:36:16 GMT+0100 (British Summer Time)
1019.880653,1394.781164,1,1,Badger,12,IMG_0971.JPG,Wed Sep 05 2018 03:42:44 GMT+0100 (British Summer Time)
954.2604864,1394.781164,2,1,Badger,12,IMG_0972.JPG,Wed Sep 05 2018 03:42:44 GMT+0100 (British Summer Time)
908.4501812,1397.257396,3,1,Badger,12,IMG_0973.JPG,Wed Sep 05 2018 03:42:46 GMT+0100 (British Summer Time)
691.7798188,1378.685651,4,1,Badger,12,IMG_0974.JPG,Wed Sep 05 2018 03:42:46 GMT+0100 (British Summer Time)
691.7798188,1378.685651,5,1,Badger,12,IMG_0975.JPG,Wed Sep 05 2018 03:42:46 GMT+0100 (British Summer Time)
691.7798188,1378.685651,6,1,Badger,12,IMG_0976.JPG,Wed Sep 05 2018 03:42:48 GMT+0100 (British Summer Time)
691.7798188,1378.685651,7,1,Badger,12,IMG_0977.JPG,Wed Sep 05 2018 03:42:48 GMT+0100 (British Summer Time)
691.7798188,1378.685651,8,1,Badger,12,IMG_0978.JPG,Wed Sep 05 2018 03:42:50 GMT+0100 (British Summer Time)
691.7798188,1378.685651,9,1,Badger,12,IMG_0979.JPG,Wed Sep 05 2018 03:42:50 GMT+0100 (British Summer Time)
691.7798188,1378.685651,10,1,Badger,12,IMG_0980.JPG,Wed Sep 05 2018 03:42:50 GMT+0100 (British Summer Time)
242.3435813,1264.778946,11,1,Badger,12,IMG_0981.JPG,Wed Sep 05 2018 03:43:00 GMT+0100 (British Summer Time)
192.818927,1247.445317,12,1,Badger,12,IMG_0982.JPG,Wed Sep 05 2018 03:43:00 GMT+0100 (British Summer Time)
1244.06202,2065.10566,16,2,Badger,4,IMG_0991.JPG,Wed Sep 05 2018 03:52:20 GMT+0100 (British Summer Time)
1773.272659,1888.702114,17,2,Badger,4,IMG_0992.JPG,Wed Sep 05 2018 03:52:22 GMT+0100 (British Summer Time)
2347.522502,1787.363906,18,2,Badger,4,IMG_0993.JPG,Wed Sep 05 2018 03:52:22 GMT+0100 (British Summer Time)
2463.873777,1783.610639,19,2,Badger,4,IMG_0994.JPG,Wed Sep 05 2018 03:52:24 GMT+0100 (British Summer Time)
1344.82334,2101.021646,20,3,Badger,1,IMG_1001.JPG,Wed Sep 05 2018 04:39:20 GMT+0100 (British Summer Time)
995.5555556,1894.4,21,4,Fox,3,IMG_1701.JPG,Thu Sep 06 2018 07:34:00 GMT+0100 (British Summer Time)
1319.822222,1914.311111,22,4,Fox,3,IMG_1702.JPG,Thu Sep 06 2018 07:34:02 GMT+0100 (British Summer Time)
2136.177778,1925.688889,23,4,Fox,3,IMG_1703.JPG,Thu Sep 06 2018 07:34:02 GMT+0100 (British Summer Time)
