x,y,frame_number,sequence_id,sequence_annotation,number_of_points,filename,file_last_mod_date
133.6888889,1629.866667,0,0,Badger,10,IMG_1871.JPG,Tue Aug 21 2018 23:52:46 GMT+0100 (British Summer Time)
147.9111111,1627.022222,1,0,Badger,10,IMG_1872.JPG,Tue Aug 21 2018 23:52:48 GMT+0100 (British Summer Time)
403.9111111,1456.355556,2,0,Badger,10,IMG_1873.JPG,Tue Aug 21 2018 23:52:48 GMT+0100 (British Summer Time)
649.3710062,1279.028846,3,0,Badger,10,IMG_1874.JPG,Tue Aug 21 2018 23:52:50 GMT+0100 (British Summer Time)
648.1328898,1217.123028,4,0,Badger,10,IMG_1875.JPG,Tue Aug 21 2018 23:52:50 GMT+0100 (British Summer Time)
653.0853553,1215.884912,5,0,Badger,10,IMG_1876.JPG,Tue Aug 21 2018 23:52:50 GMT+0100 (British Summer Time)
723.6579876,1199.789399,6,0,Badger,10,IMG_1877.JPG,Tue Aug 21 2018 23:52:52 GMT+0100 (British Summer Time)
822.7072961,1197.313166,7,0,Badger,10,IMG_1878.JPG,Tue Aug 21 2018 23:52:52 GMT+0100 (British Summer Time)
970.0431426,1215.884912,8,0,Badger,10,IMG_1879.JPG,Tue Aug 21 2018 23:52:54 GMT+0100 (British Summer Time)
1086.42608,1213.408679,9,0,Badger,10,IMG_1880.JPG,Tue Aug 21 2018 23:52:54 GMT+0100 (British Summer Time)
1664,1649.777778,10,1,Fox,12,IMG_5341.JPG,Sun Aug 26 2018 07:41:54 GMT+0100 (British Summer Time)
1587.2,1666.844444,11,1,Fox,12,IMG_5342.JPG,Sun Aug 26 2018 07:41:56 GMT+0100 (British Summer Time)
1902.933333,1609.955556,12,1,Fox,12,IMG_5343.JPG,Sun Aug 26 2018 07:41:56 GMT+0100 (British Summer Time)
1914.311111,1604.266667,13,1,Fox,12,IMG_5344.JPG,Sun Aug 26 2018 07:41:58 GMT+0100 (British Summer Time)
1917.155556,1604.266667,14,1,Fox,12,IMG_5345.JPG,Sun Aug 26 2018 07:41:58 GMT+0100 (British Summer Time)
1917.155556,1604.266667,15,1,Fox,12,IMG_5346.JPG,Sun Aug 26 2018 07:41:58 GMT+0100 (British Summer Time)
1917.155556,1604.266667,16,1,Fox,12,IMG_5347.JPG,Sun Aug 26 2018 07:41:58 GMT+0100 (British Summer Time)
1917.155556,1604.266667,17,1,Fox,12,IMG_5348.JPG,Sun Aug 26 2018 07:42:00 GMT+0100 (British Summer Time)
1917.155556,1604.266667,18,1,Fox,12,IMG_5349.JPG,Sun Aug 26 2018 07:42:00 GMT+0100 (British Summer Time)
1917.155556,1604.266667,19,1,Fox,12,IMG_5350.JPG,Sun Aug 26 2018 07:42:00 GMT+0100 (British Summer Time)
642.8444444,1408,20,1,Fox,12,IMG_5351.JPG,Sun Aug 26 2018 07:42:02 GMT+0100 (British Summer Time)
-14.22222222,1422.222222,21,1,Fox,12,IMG_5352.JPG,Sun Aug 26 2018 07:42:02 GMT+0100 (British Summer Time)
39.82222222,1436.444444,22,2,Fox,10,IMG_6921.JPG,Wed Aug 29 2018 21:56:40 GMT+0100 (British Summer Time)
403.9111111,1442.133333,23,2,Fox,10,IMG_6922.JPG,Wed Aug 29 2018 21:56:40 GMT+0100 (British Summer Time)
705.4222222,1425.066667,24,2,Fox,10,IMG_6923.JPG,Wed Aug 29 2018 21:56:40 GMT+0100 (British Summer Time)
984.1777778,1413.688889,25,2,Fox,10,IMG_6924.JPG,Wed Aug 29 2018 21:56:42 GMT+0100 (British Summer Time)
1181.148636,1225.486094,26,2,Fox,10,IMG_6925.JPG,Wed Aug 29 2018 21:56:42 GMT+0100 (British Summer Time)
1704.871855,1213.104931,27,2,Fox,10,IMG_6926.JPG,Wed Aug 29 2018 21:56:44 GMT+0100 (British Summer Time)
1798.968698,1213.104931,28,2,Fox,10,IMG_6927.JPG,Wed Aug 29 2018 21:56:44 GMT+0100 (British Summer Time)
1802.683047,1210.628698,29,2,Fox,10,IMG_6928.JPG,Wed Aug 29 2018 21:56:44 GMT+0100 (British Summer Time)
1873.25568,1219.295513,30,2,Fox,10,IMG_6929.JPG,Wed Aug 29 2018 21:56:46 GMT+0100 (British Summer Time)
2236.583134,1228.756516,31,2,Fox,10,IMG_6930.JPG,Wed Aug 29 2018 21:56:46 GMT+0100 (British Summer Time)
86.26769037,1381.873901,32,3,Fox,10,IMG_8041.JPG,Thu Aug 30 2018 23:10:04 GMT+0100 (British Summer Time)
707.8021014,1310.063152,33,3,Fox,10,IMG_8042.JPG,Thu Aug 30 2018 23:10:04 GMT+0100 (British Summer Time)
964.6892098,1244.282712,34,3,Fox,10,IMG_8043.JPG,Thu Aug 30 2018 23:10:06 GMT+0100 (British Summer Time)
1042.293898,1206.558211,35,3,Fox,10,IMG_8044.JPG,Thu Aug 30 2018 23:10:06 GMT+0100 (British Summer Time)
1056.305856,1193.624096,36,3,Fox,10,IMG_8045.JPG,Thu Aug 30 2018 23:10:06 GMT+0100 (British Summer Time)
1074.629185,1180.689981,37,3,Fox,10,IMG_8046.JPG,Thu Aug 30 2018 23:10:08 GMT+0100 (British Summer Time)
1097.263885,1159.133124,38,3,Fox,10,IMG_8047.JPG,Thu Aug 30 2018 23:10:08 GMT+0100 (British Summer Time)
1098.341728,1151.588223,39,3,Fox,10,IMG_8048.JPG,Thu Aug 30 2018 23:10:10 GMT+0100 (British Summer Time)
1136.06623,1152.666066,40,3,Fox,10,IMG_8049.JPG,Thu Aug 30 2018 23:10:10 GMT+0100 (British Summer Time)
1209.359546,1151.588223,41,3,Fox,10,IMG_8050.JPG,Thu Aug 30 2018 23:10:10 GMT+0100 (British Summer Time)
2263.854052,1473.177929,42,4,Fox,9,IMG_8531.JPG,Fri Aug 31 2018 06:52:10 GMT+0100 (British Summer Time)
2263.854052,1473.177929,43,4,Fox,9,IMG_8532.JPG,Fri Aug 31 2018 06:52:12 GMT+0100 (British Summer Time)
2253.949121,1475.654162,44,4,Fox,9,IMG_8533.JPG,Fri Aug 31 2018 06:52:12 GMT+0100 (British Summer Time)
2248.996656,1478.130395,45,4,Fox,9,IMG_8534.JPG,Fri Aug 31 2018 06:52:14 GMT+0100 (British Summer Time)
2248.996656,1478.130395,46,4,Fox,9,IMG_8535.JPG,Fri Aug 31 2018 06:52:14 GMT+0100 (British Summer Time)
2214.329398,1473.177929,47,4,Fox,9,IMG_8536.JPG,Fri Aug 31 2018 06:52:14 GMT+0100 (British Summer Time)
1520.984238,1517.750118,48,4,Fox,9,IMG_8537.JPG,Fri Aug 31 2018 06:52:16 GMT+0100 (British Summer Time)
852.4014052,1512.797653,49,4,Fox,9,IMG_8538.JPG,Fri Aug 31 2018 06:52:16 GMT+0100 (British Summer Time)
60.00693689,1544.988678,50,4,Fox,9,IMG_8539.JPG,Fri Aug 31 2018 06:52:16 GMT+0100 (British Summer Time)
