x,y,frame_number,sequence_id,sequence_annotation,number_of_points,filename,file_last_mod_date
1613.333415,1621.333293,0,0,Badger,5,08310544.JPG,Fri Aug 31 2018 01:49:34 GMT+0100 (British Summer Time)
874.666626,1562.666748,1,0,Badger,5,08310545.JPG,Fri Aug 31 2018 01:49:36 GMT+0100 (British Summer Time)
506.6666667,1578.666667,2,0,Badger,5,08310546.JPG,Fri Aug 31 2018 01:49:36 GMT+0100 (British Summer Time)
192,1573.333333,3,0,Badger,5,08310547.JPG,Fri Aug 31 2018 01:49:36 GMT+0100 (British Summer Time)
40,1549.333333,4,0,Badger,5,08310548.JPG,Fri Aug 31 2018 01:49:38 GMT+0100 (British Summer Time)
1118.592341,1019.281268,6,1,Badger,7,08310552.JPG,Fri Aug 31 2018 01:50:32 GMT+0100 (British Summer Time)
1182.919449,987.1177136,7,1,Badger,7,08310553.JPG,Fri Aug 31 2018 01:50:34 GMT+0100 (British Summer Time)
1182.919449,987.1177136,8,1,Badger,7,08310554.JPG,Fri Aug 31 2018 01:50:34 GMT+0100 (British Summer Time)
1187.514243,997.8388982,9,1,Badger,7,08310555.JPG,Fri Aug 31 2018 01:50:38 GMT+0100 (British Summer Time)
1553.566118,1108.11394,10,1,Badger,7,08310556.JPG,Fri Aug 31 2018 01:50:42 GMT+0100 (British Summer Time)
1648.525182,1131.087907,11,1,Badger,7,08310557.JPG,Fri Aug 31 2018 01:50:44 GMT+0100 (British Summer Time)
1746.547442,1115.771929,12,1,Badger,7,08310558.JPG,Fri Aug 31 2018 01:50:44 GMT+0100 (British Summer Time)
1285.333333,1029.333333,13,2,Badger,23,08310559.JPG,Fri Aug 31 2018 01:52:20 GMT+0100 (British Summer Time)
938.6666667,1032,14,2,Badger,23,08310560.JPG,Fri Aug 31 2018 01:52:20 GMT+0100 (British Summer Time)
938.6666667,1032,15,2,Badger,23,08310561.JPG,Fri Aug 31 2018 01:52:22 GMT+0100 (British Summer Time)
830.6666667,1025.333333,16,2,Badger,23,08310562.JPG,Fri Aug 31 2018 01:52:26 GMT+0100 (British Summer Time)
604,1100,17,2,Badger,23,08310563.JPG,Fri Aug 31 2018 01:52:28 GMT+0100 (British Summer Time)
596,1098.666667,18,2,Badger,23,08310564.JPG,Fri Aug 31 2018 01:52:28 GMT+0100 (British Summer Time)
698.6666667,1134.666667,19,2,Badger,23,08310565.JPG,Fri Aug 31 2018 01:52:34 GMT+0100 (British Summer Time)
957.8739447,1200.358172,20,2,Badger,23,08310566.JPG,Fri Aug 31 2018 01:52:34 GMT+0100 (British Summer Time)
990.3744991,1191.0723,21,2,Badger,23,08310567.JPG,Fri Aug 31 2018 01:52:34 GMT+0100 (British Summer Time)
