x,y,frame_number,sequence_id,sequence_annotation,number_of_points,filename,file_last_mod_date
2488.2,965.9,0,0,Fox,8,IMG_0125.JPG,Sun Sep 02 2018 00:07:58 GMT+0100 (British Summer Time)
2340,962,1,0,Fox,8,IMG_0126.JPG,Sun Sep 02 2018 00:07:58 GMT+0100 (British Summer Time)
2316.6,962,2,0,Fox,8,IMG_0127.JPG,Sun Sep 02 2018 00:08:00 GMT+0100 (British Summer Time)
2316.6,962,3,0,Fox,8,IMG_0128.JPG,Sun Sep 02 2018 00:08:00 GMT+0100 (British Summer Time)
2289.3,969.8,4,0,Fox,8,IMG_0129.JPG,Sun Sep 02 2018 00:08:02 GMT+0100 (British Summer Time)
2289.3,969.8,5,0,Fox,8,IMG_0130.JPG,Sun Sep 02 2018 00:08:02 GMT+0100 (British Summer Time)
2289.3,969.8,6,0,Fox,8,IMG_0131.JPG,Sun Sep 02 2018 00:08:02 GMT+0100 (British Summer Time)
2289.3,969.8,7,0,Fox,8,IMG_0132.JPG,Sun Sep 02 2018 00:08:04 GMT+0100 (British Summer Time)
2410.2,962,8,1,Fox,22,IMG_0148.JPG,Tue Sep 04 2018 01:03:44 GMT+0100 (British Summer Time)
2234.7,965.9,9,1,Fox,22,IMG_0149.JPG,Tue Sep 04 2018 01:03:46 GMT+0100 (British Summer Time)
2172.3,1055.6,10,1,Fox,22,IMG_0150.JPG,Tue Sep 04 2018 01:03:46 GMT+0100 (British Summer Time)
2106,1079,11,1,Fox,22,IMG_0151.JPG,Tue Sep 04 2018 01:03:48 GMT+0100 (British Summer Time)
2106,1184.3,12,1,Fox,22,IMG_0152.JPG,Tue Sep 04 2018 01:03:48 GMT+0100 (British Summer Time)
2125.5,1192.1,13,1,Fox,22,IMG_0153.JPG,Tue Sep 04 2018 01:03:50 GMT+0100 (British Summer Time)
2106,1215.5,14,1,Fox,22,IMG_0154.JPG,Tue Sep 04 2018 01:03:50 GMT+0100 (British Summer Time)
2106,1215.5,15,1,Fox,22,IMG_0155.JPG,Tue Sep 04 2018 01:03:50 GMT+0100 (British Summer Time)
2644.2,2093,16,1,Fox,22,IMG_0156.JPG,Tue Sep 04 2018 01:03:56 GMT+0100 (British Summer Time)
2644.2,2093,17,1,Fox,22,IMG_0157.JPG,Tue Sep 04 2018 01:03:56 GMT+0100 (British Summer Time)
2714.400098,2007.199902,18,1,Fox,22,IMG_0158.JPG,Tue Sep 04 2018 01:03:56 GMT+0100 (British Summer Time)
2792.4,2007.2,19,1,Fox,22,IMG_0159.JPG,Tue Sep 04 2018 01:04:04 GMT+0100 (British Summer Time)
3708.9,2022.8,20,1,Fox,22,IMG_0160.JPG,Tue Sep 04 2018 01:04:04 GMT+0100 (British Summer Time)
4383.6,2042.3,21,1,Fox,22,IMG_0161.JPG,Tue Sep 04 2018 01:04:06 GMT+0100 (British Summer Time)
4748.97174,2114.345132,22,1,Fox,22,IMG_0162.JPG,Tue Sep 04 2018 01:04:06 GMT+0100 (British Summer Time)
4851.893358,2134.929455,23,1,Fox,22,IMG_0163.JPG,Tue Sep 04 2018 01:04:08 GMT+0100 (British Summer Time)
4867.3316,2114.345132,24,1,Fox,22,IMG_0164.JPG,Tue Sep 04 2018 01:04:12 GMT+0100 (British Summer Time)
3730.047732,2098.906889,25,1,Fox,22,IMG_0167.JPG,Tue Sep 04 2018 01:04:20 GMT+0100 (British Summer Time)
3122.810191,2037.153919,26,1,Fox,22,IMG_0168.JPG,Tue Sep 04 2018 01:04:22 GMT+0100 (British Summer Time)
2577.325621,1465.938945,27,1,Fox,22,IMG_0169.JPG,Tue Sep 04 2018 01:04:22 GMT+0100 (British Summer Time)
2510.42657,1378.45557,28,1,Fox,22,IMG_0170.JPG,Tue Sep 04 2018 01:04:24 GMT+0100 (British Summer Time)
2510.42657,1347.579085,29,1,Fox,22,IMG_0171.JPG,Tue Sep 04 2018 01:04:24 GMT+0100 (British Summer Time)
2923.131561,990.768153,30,2,Badger,28,IMG_0213.JPG,Sat Sep 08 2018 21:48:14 GMT+0100 (British Summer Time)
2638.431561,994.668153,31,2,Badger,28,IMG_0214.JPG,Sat Sep 08 2018 21:48:16 GMT+0100 (British Summer Time)
2564.331561,1033.668153,32,2,Badger,28,IMG_0215.JPG,Sat Sep 08 2018 21:48:16 GMT+0100 (British Summer Time)
2271.831561,1162.368153,33,2,Badger,28,IMG_0216.JPG,Sat Sep 08 2018 21:48:16 GMT+0100 (British Summer Time)
2092.431561,1232.568153,34,2,Badger,28,IMG_0217.JPG,Sat Sep 08 2018 21:48:24 GMT+0100 (British Summer Time)
2045.631561,1306.668153,35,2,Badger,28,IMG_0218.JPG,Sat Sep 08 2018 21:48:24 GMT+0100 (British Summer Time)
2041.731561,1306.668153,36,2,Badger,28,IMG_0219.JPG,Sat Sep 08 2018 21:48:24 GMT+0100 (British Summer Time)
2041.731561,1306.668153,37,2,Badger,28,IMG_0220.JPG,Sat Sep 08 2018 21:48:26 GMT+0100 (British Summer Time)
2041.731561,1306.668153,38,2,Badger,28,IMG_0221.JPG,Sat Sep 08 2018 21:48:26 GMT+0100 (British Summer Time)
2014.431561,1314.468153,39,2,Badger,28,IMG_0222.JPG,Sat Sep 08 2018 21:48:26 GMT+0100 (British Summer Time)
2014.431561,1314.468153,40,2,Badger,28,IMG_0223.JPG,Sat Sep 08 2018 21:48:28 GMT+0100 (British Summer Time)
1729.731561,1376.868153,41,2,Badger,28,IMG_0224.JPG,Sat Sep 08 2018 21:48:28 GMT+0100 (British Summer Time)
202.2651468,2217.720203,42,2,Badger,28,IMG_0225.JPG,Sat Sep 08 2018 21:48:34 GMT+0100 (British Summer Time)
-572.1144471,1933.978062,43,2,Badger,28,IMG_0226.JPG,Sat Sep 08 2018 21:48:40 GMT+0100 (British Summer Time)
-755.3645799,1904.421589,44,2,Badger,28,IMG_0227.JPG,Sat Sep 08 2018 21:48:40 GMT+0100 (British Summer Time)
-755.3645799,1904.421589,45,2,Badger,28,IMG_0228.JPG,Sat Sep 08 2018 21:48:40 GMT+0100 (British Summer Time)
2381.203635,1046.042315,46,2,Badger,28,IMG_0229.JPG,Sat Sep 08 2018 21:48:44 GMT+0100 (British Summer Time)
3061.533612,1898.204365,47,2,Badger,28,IMG_0346.JPG,Sun Sep 09 2018 21:51:24 GMT+0100 (British Summer Time)
3061.533612,1898.204365,48,2,Badger,28,IMG_0347.JPG,Sun Sep 09 2018 21:51:24 GMT+0100 (British Summer Time)
2212.430271,1661.484646,49,2,Badger,28,IMG_0348.JPG,Sun Sep 09 2018 21:51:30 GMT+0100 (British Summer Time)
2191.845948,1666.630727,50,2,Badger,28,IMG_0349.JPG,Sun Sep 09 2018 21:51:32 GMT+0100 (British Summer Time)
2191.845948,1666.630727,51,2,Badger,28,IMG_0350.JPG,Sun Sep 09 2018 21:51:32 GMT+0100 (British Summer Time)
1672.091782,1548.270867,52,2,Badger,28,IMG_0351.JPG,Sun Sep 09 2018 21:51:32 GMT+0100 (British Summer Time)
1558.878003,1476.225735,53,2,Badger,28,IMG_0352.JPG,Sun Sep 09 2018 21:51:34 GMT+0100 (British Summer Time)
1522.855437,1393.888441,54,2,Badger,28,IMG_0353.JPG,Sun Sep 09 2018 21:51:34 GMT+0100 (British Summer Time)
1389.057335,1290.966824,55,2,Badger,28,IMG_0354.JPG,Sun Sep 09 2018 21:51:36 GMT+0100 (British Summer Time)
1811.035965,1218.921692,56,2,Badger,28,IMG_0355.JPG,Sun Sep 09 2018 21:51:36 GMT+0100 (British Summer Time)
2529.66375,980.7365549,57,2,Badger,28,IMG_0356.JPG,Sun Sep 09 2018 21:51:46 GMT+0100 (British Summer Time)
