x,y,frame_number,sequence_id,sequence_annotation,number_of_points,filename,file_last_mod_date
-1616.795779,3396.223683,0,0,Badger,1,IMG_0156.JPG,Fri Aug 31 2018 01:08:32 GMT+0100 (British Summer Time)
496.2495965,1011.414516,1,1,Badger,11,IMG_0160.JPG,Fri Aug 31 2018 04:13:14 GMT+0100 (British Summer Time)
741.9196545,1057.247581,2,1,Badger,11,IMG_0161.JPG,Fri Aug 31 2018 04:13:16 GMT+0100 (British Summer Time)
819.6759144,1113.404879,3,1,Badger,11,IMG_0162.JPG,Fri Aug 31 2018 04:13:16 GMT+0100 (British Summer Time)
819.6759144,1113.404879,4,1,Badger,11,IMG_0163.JPG,Fri Aug 31 2018 04:13:16 GMT+0100 (British Summer Time)
852.074356,1124.20436,5,1,Badger,11,IMG_0164.JPG,Fri Aug 31 2018 04:13:22 GMT+0100 (British Summer Time)
849.9144599,1128.524152,6,1,Badger,11,IMG_0165.JPG,Fri Aug 31 2018 04:13:22 GMT+0100 (British Summer Time)
854.2342521,1130.684048,7,1,Badger,11,IMG_0166.JPG,Fri Aug 31 2018 04:13:24 GMT+0100 (British Summer Time)
854.2342521,1130.684048,8,1,Badger,11,IMG_0167.JPG,Fri Aug 31 2018 04:13:28 GMT+0100 (British Summer Time)
1115.581681,1201.96062,9,1,Badger,11,IMG_0168.JPG,Fri Aug 31 2018 04:13:32 GMT+0100 (British Summer Time)
1615.73397,1377.044953,10,1,Badger,11,IMG_0169.JPG,Fri Aug 31 2018 04:13:32 GMT+0100 (British Summer Time)
2807.843392,1756.865305,11,1,Badger,11,IMG_0170.JPG,Fri Aug 31 2018 04:13:34 GMT+0100 (British Summer Time)
2579.25,1059.25,12,2,Badger,51,IMG_0192.JPG,Mon Sep 03 2018 00:02:20 GMT+0100 (British Summer Time)
2385.45,988,13,2,Badger,51,IMG_0193.JPG,Mon Sep 03 2018 00:02:24 GMT+0100 (British Summer Time)
2385.45,988,14,2,Badger,51,IMG_0194.JPG,Mon Sep 03 2018 00:02:24 GMT+0100 (British Summer Time)
2063.4,868.3,15,2,Badger,51,IMG_0195.JPG,Mon Sep 03 2018 00:02:32 GMT+0100 (British Summer Time)
2043.45,868.3,16,2,Badger,51,IMG_0196.JPG,Mon Sep 03 2018 00:02:32 GMT+0100 (British Summer Time)
2020.65,851.2,17,2,Badger,51,IMG_0197.JPG,Mon Sep 03 2018 00:02:32 GMT+0100 (British Summer Time)
2034.9,848.35,18,2,Badger,51,IMG_0198.JPG,Mon Sep 03 2018 00:02:32 GMT+0100 (British Summer Time)
2057.7,848.35,19,2,Badger,51,IMG_0199.JPG,Mon Sep 03 2018 00:02:32 GMT+0100 (British Summer Time)
