x,y,frame_number,sequence_id,sequence_annotation,number_of_points,filename,file_last_mod_date
1496,1096,0,0,Badger,12,09010645.JPG,Sat Sep 01 2018 22:23:52 GMT+0100 (British Summer Time)
845.3333333,1018.666667,1,0,Badger,12,09010646.JPG,Sat Sep 01 2018 22:23:58 GMT+0100 (British Summer Time)
637.3333333,1088,2,0,Badger,12,09010647.JPG,Sat Sep 01 2018 22:24:00 GMT+0100 (British Summer Time)
573.3333333,1122.666667,3,0,Badger,12,09010648.JPG,Sat Sep 01 2018 22:24:02 GMT+0100 (British Summer Time)
186.6666667,1298.666667,4,0,Badger,12,09010649.JPG,Sat Sep 01 2018 22:24:10 GMT+0100 (British Summer Time)
101.3333333,1488,5,0,Badger,12,09010650.JPG,Sat Sep 01 2018 22:24:14 GMT+0100 (British Summer Time)
549.3333333,1496,6,0,Badger,12,09010651.JPG,Sat Sep 01 2018 22:24:16 GMT+0100 (British Summer Time)
1072,1541.333333,7,0,Badger,12,09010652.JPG,Sat Sep 01 2018 22:24:16 GMT+0100 (British Summer Time)
1288,1573.333333,8,0,Badger,12,09010653.JPG,Sat Sep 01 2018 22:24:18 GMT+0100 (British Summer Time)
1333.333333,1584,9,0,Badger,12,09010654.JPG,Sat Sep 01 2018 22:24:18 GMT+0100 (British Summer Time)
1333.333333,1584,10,0,Badger,12,09010655.JPG,Sat Sep 01 2018 22:24:18 GMT+0100 (British Summer Time)
1773.333333,1618.666667,11,0,Badger,12,09010656.JPG,Sat Sep 01 2018 22:24:20 GMT+0100 (British Summer Time)
