x,y,frame_number,sequence_id,sequence_annotation,number_of_points,filename,file_last_mod_date
194,674,0,0,Badger,1,IMG_2041.JPG,Wed Aug 22 2018 22:19:56 GMT+0100 (British Summer Time)
876,980,1,1,Fox,2,IMG_7081.JPG,Sun Aug 26 2018 21:46:26 GMT+0100 (British Summer Time)
930,1004,2,1,Fox,2,IMG_7082.JPG,Sun Aug 26 2018 21:46:28 GMT+0100 (British Summer Time)
358,656,3,2,Fox,4,IMG_8921.JPG,Tue Aug 28 2018 23:53:42 GMT+0100 (British Summer Time)
388,568,4,2,Fox,4,IMG_8922.JPG,Tue Aug 28 2018 23:53:44 GMT+0100 (British Summer Time)
523.3205749,525.7892914,5,2,Fox,4,IMG_8923.JPG,Tue Aug 28 2018 23:53:44 GMT+0100 (British Summer Time)
608.9585609,504.5692595,6,2,Fox,4,IMG_8924.JPG,Tue Aug 28 2018 23:53:46 GMT+0100 (British Summer Time)
